@relation sea

@attribute at1 numeric
@attribute at2 numeric
@attribute at3 numeric
%class
@attribute cl {0,1}

@data
5.19695619,1.420015786,5.597690175,1
4.109305252,9.600151073,7.748038328,0
1.617108108,3.732002447,8.042524668,1
4.655361985,2.423327954,0.710307428,1
7.093456717,6.95168945,1.814336324,0
4.801213284,4.828935973,5.609377972,0
4.189137566,3.633304953,7.029171786,1
4.790940688,3.941765184,2.780258212,0
0.292827793,7.975020636,1.461222583,0
6.67591289,6.253760265,9.013272371,0
6.881388753,4.232212875,6.186427044,0
9.35024351,0.854777326,0.104273817,0
0.988118985,6.429817429,6.987882192,1
6.099439974,4.713254745,0.155266736,0
5.754297719,5.071172607,2.461871703,0
7.194983663,4.047820082,8.493060646,0
5.850642504,1.273300246,3.321085408,1
7.462233685,8.71028789,8.402525997,0
0.091911284,4.773989305,6.171091463,1
7.228638465,4.571630042,7.233892457,0
9.383585991,8.311283512,0.902669853,0
8.039658309,9.597522688,6.862721658,0
4.384730972,4.556147682,3.219096777,0
1.130607261,5.807175589,7.616444947,1
8.555375667,4.457694465,7.950870907,0
8.057666836,6.459265055,1.392509683,0
6.494334957,2.976880602,7.704844643,0
6.210606886,6.483492624,6.239241582,0
2.351213176,3.377873672,3.933828121,1
3.002398527,8.669202519,2.229082635,0
0.335610591,8.144882306,0.623166257,0
7.227135648,9.812465364,6.826037053,0
0.941248726,6.11700579,4.232228161,0
1.718258657,7.131537316,0.984840542,0
1.964603374,6.483006312,5.315026125,0
2.922301514,2.036437362,5.882619057,1
3.197031221,0.15688922,1.93501368,1
7.231621326,3.866315422,2.484453899,0
4.753668724,7.893811053,5.207246837,0
3.680115263,4.525266307,1.264952039,0
9.850619824,5.05056174,9.382868515,0
6.390342671,1.668642435,2.406808838,0
7.89885317,6.750257313,7.572578509,0
8.914510802,1.523855573,9.475151136,0
1.613654006,9.809265985,4.103183167,0
5.458601494,1.038539903,5.318398321,1
3.013294441,5.6779702,1.886081369,0
4.699718967,8.053243053,1.624047736,0
5.718496493,3.46732374,9.258681476,0
2.371550636,3.112066513,0.717558844,0
1.808991744,8.22118504,0.20757604,1
2.157728267,3.16257975,1.436523196,1
0.705052531,6.4341762,8.80046057,1
0.042848074,2.924202401,2.736654841,1
5.383927474,7.664996393,5.398699052,0
3.824553581,3.05399355,7.596302355,1
2.945792793,2.744293991,9.271508302,1
2.889128665,6.245884586,0.415146954,0
2.708701274,4.268483439,1.857071772,1
0.198870817,5.22356129,6.151078689,1
0.731348896,4.690773404,5.93870663,1
3.388842795,3.938358424,5.843989964,1
6.992657075,6.998398898,7.974109634,0
6.003326466,0.782494592,8.074112701,1
7.1932287,6.812329707,4.334177868,1
5.107551126,3.372882594,8.287569586,0
3.120417313,7.731696801,7.328803004,0
7.863641544,0.9368707,3.236454081,0
7.830520262,5.652759431,9.820906546,0
3.18413056,3.459496716,1.357062177,1
0.955677824,7.825177768,0.294190387,0
2.571070263,2.594322616,1.144301081,1
3.104885837,5.197073394,8.170148766,0
0.189960486,7.715201264,7.698407176,1
1.033506628,2.181863017,7.676976391,1
8.757082543,5.42092661,5.779000479,0
3.832046356,6.640529866,6.266537596,0
5.323452277,3.738083574,3.418608417,0
3.104326105,9.699950125,6.445505075,0
7.053628513,5.798899405,5.614940661,0
3.344932644,2.69676615,8.812086516,1
8.252321968,8.167318161,1.147204848,0
9.776643521,8.529288163,6.516549632,1
4.4113212,5.698774399,2.866755247,0
1.99992956,3.421474193,8.361750686,1
1.848628122,7.490060753,6.575323132,0
6.509662199,3.505726032,1.18363324,0
3.552518811,1.400508746,0.019251641,1
7.993385096,5.148298467,8.217890844,0
6.339298216,0.361050821,9.813267959,1
7.90777605,4.381857858,1.084176764,0
9.286663321,6.433743459,7.199773028,0
5.722553271,3.3089475,6.758485541,0
6.475778767,0.736545085,8.977155607,1
0.942686427,0.236672692,5.013426727,1
2.704669717,4.674557521,1.512361283,0
4.030816789,8.764951777,3.134039211,0
5.764676742,7.003555396,4.224724648,1
4.346320979,7.331600795,3.793107775,0
3.982782674,7.021915594,4.643282745,0
0.832772398,0.77098763,1.459375829,1
5.259463968,5.308901283,5.875098881,0
5.465269094,6.521041258,4.945907935,0
3.698915805,9.165395784,2.937871158,0
7.664854465,8.648975221,5.509706201,0
6.39779516,4.859540941,4.44897632,0
5.665070995,8.775510083,9.75789998,1
8.997400782,5.586350861,1.21348586,0
7.05553491,4.52162551,9.275949518,0
4.671657498,2.46155608,5.473695416,1
8.654465779,7.621683982,2.083633075,0
8.566797795,6.63441006,0.997858707,0
8.001432567,4.182512323,7.947142306,0
3.034886545,7.734027916,9.32449179,0
6.857601038,0.613066044,2.99431944,1
6.46657576,0.353807589,7.020759704,1
9.590903628,4.377797913,4.359526269,0
8.607901652,0.315393303,0.786299385,0
0.239204913,1.34471995,5.718223504,1
0.906183247,1.738939613,7.247083286,1
6.564988442,6.864758468,9.455771695,0
9.62055142,5.548768121,6.214982436,0
4.521601187,8.758528386,6.517065646,0
6.535392112,6.199206632,9.267325506,0
1.953926304,1.623502914,1.579997358,1
5.861158453,4.550436886,9.841102406,0
3.496934703,5.508985632,3.435264009,1
0.179799378,7.922959339,2.471369717,0
2.999060058,5.882096174,3.201339792,0
1.905629933,7.30484531,8.487026583,0
3.52169899,8.719050235,6.249503488,0
5.746191073,5.455799657,0.631721437,0
6.373061501,1.950273182,5.407648758,0
7.481186322,4.844136014,7.772456408,0
6.070415046,9.659440782,3.589823764,0
5.731739047,3.522447525,6.897614963,0
2.033762139,5.691234953,5.269807998,0
3.475900271,8.929836116,4.250397774,0
1.506076444,3.29002776,6.686909391,1
9.974069133,7.446226739,4.735217762,0
1.968497934,4.731479564,3.402160874,0
2.617134099,4.987257431,7.61850004,1
6.34523904,8.705885741,6.43473223,0
7.039414332,6.201428772,4.615041387,0
2.811589238,4.73118075,5.588280396,1
9.165563498,7.11238146,6.309283679,0
0.100080439,5.003263649,8.347846046,1
6.469608285,0.136237329,3.083823906,1
9.013525592,3.948106745,4.915076932,0
2.054153654,5.956307938,6.691049975,0
0.039732239,2.323586283,1.663229588,1
9.359817109,4.877092604,9.020420523,0
8.00409535,0.333697846,2.88533827,0
7.099793269,9.182964141,1.055979235,0
4.831413267,1.422969812,3.468989177,0
5.173015346,6.296987898,4.283815876,0
4.918256926,4.314536172,6.369226204,0
4.159840935,5.911088992,2.269041437,0
4.762131136,1.003161243,7.004394234,1
2.205456163,1.898243444,6.166876196,1
2.239002653,1.358323204,4.448025008,1
5.382314364,1.82263779,4.880596147,1
8.79012585,9.939239288,7.807022434,0
5.831847584,6.688389864,4.494012194,0
9.698009908,6.26857943,4.518112284,1
4.442666103,3.537072064,5.971123597,0
3.903610997,9.476868893,0.240694212,0
2.306246763,1.762731936,1.631007782,1
4.25974009,7.020689642,0.521282735,0
6.170602732,3.602703031,5.766053153,0
4.196510156,6.039513016,3.167055573,0
2.585134799,0.722134532,0.585587393,1
2.729977544,3.222734127,8.958198994,0
2.468790331,8.103107291,5.416642392,0
8.423251468,6.865935803,2.129447447,0
2.772150896,7.40722024,8.534774074,0
3.571875127,1.498896129,0.512821658,1
1.834023264,4.055743672,7.617187613,1
3.993773499,4.962806308,5.433815693,0
8.570455004,2.55186646,7.048500208,0
5.186628472,9.991493451,1.633737423,0
7.483190725,4.529383297,4.16856944,0
4.729633569,1.844554518,5.878429416,1
7.382848002,9.063498255,0.798672758,0
6.848632999,2.537956377,4.672506405,0
8.62704803,8.351973869,1.148819798,0
8.54913513,3.16938334,8.814686442,0
5.455985654,5.348379581,6.30146639,0
9.52911156,7.517904767,9.649138397,0
3.774176671,8.302353716,8.971340583,0
4.725998045,6.140073405,7.197521441,1
6.843909381,6.147297905,5.579379315,0
6.209202979,2.69572657,0.952394472,1
5.275270947,0.549241007,0.629145619,1
4.327420389,1.708905611,8.608951825,1
0.908728285,6.733755641,8.078250248,1
2.507377779,7.07044043,4.388144281,0
0.057954668,1.286059883,9.514537712,1
8.432640254,9.073204835,0.760350399,0
1.81383525,5.789259685,2.117772842,1
4.042097308,9.550931735,5.39456313,0
1.177682051,8.128696551,9.433182089,0
5.645991407,1.394874698,2.683771501,1
9.9055234,4.258581888,4.560693463,0
7.032537273,8.661825909,8.42098029,0
6.565982782,6.630172006,5.590704379,0
0.043607165,0.379233552,2.332092194,1
1.712352811,9.130224044,9.816741556,0
2.387314491,7.928886985,5.058314171,0
2.496234433,7.631633647,0.140815095,0
2.833828741,3.14533988,2.48121653,1
5.683938573,4.073996595,4.852903772,0
4.205240189,1.777168381,9.527821977,1
5.541394896,4.152539657,8.997802113,0
7.834641768,6.130071085,3.665297274,0
1.534801853,5.402272821,3.670863662,0
1.309548183,3.185971035,7.55336092,1
4.78721632,7.364748628,2.137810823,0
6.688692656,1.763840133,5.249977043,0
6.121205669,8.474144733,9.561463874,0
2.26774786,3.665004372,1.086187577,1
6.809381937,7.053268962,8.586597385,1
8.220565289,6.284970585,3.334331873,0
1.517457901,5.06731568,0.058163228,1
3.313173072,0.786009998,7.531610314,1
5.698163679,3.778759791,2.552226692,0
9.619472015,4.947926371,3.635112408,0
6.151905516,9.977345097,5.595308201,0
3.366963273,9.05957017,5.559869875,0
6.438436869,4.001756816,5.560884492,0
2.980676064,5.33289127,0.307855373,0
4.263610206,5.02910777,0.206516097,0
9.53158345,1.794333606,1.020068552,0
9.068482781,3.682661472,2.081143142,0
0.564721617,8.244267917,1.883715291,0
2.026255246,1.966037211,4.291800269,1
0.193674445,4.189992158,0.70992552,1
7.352785346,3.818152979,2.326504089,0
7.683291542,9.719503056,0.414439796,0
0.455135015,1.994254151,7.33920183,1
7.955431176,2.402845114,9.455781074,0
3.407257203,4.786258239,4.095035384,0
8.014960999,7.04523918,3.289072576,0
7.468260122,7.895927267,3.314446167,0
3.414655279,7.442760919,9.347439281,0
7.719667299,6.965818286,7.515246326,0
0.988751406,2.640831524,3.943122083,1
9.518752895,5.78544705,8.987051202,0
2.861342903,3.361918897,0.204345156,1
2.737519638,7.293630799,3.060593735,0
4.543313253,1.992732334,4.533239723,1
4.968306456,5.850975465,3.36650239,0
5.631452925,8.612448329,2.208660343,0
5.12321081,7.166634577,0.480612503,0
5.128030298,4.498830052,0.443780403,0
9.077068038,7.998474164,2.976105337,0
0.071207747,1.444553895,4.535267573,1
9.14502549,5.408609911,7.995359128,0
4.668872508,5.110175314,1.016788727,0
5.130331645,7.100351859,0.16382278,0
8.979401054,8.811018945,0.203446752,1
5.732499662,0.992451495,1.510853292,1
0.718880891,2.242502722,3.819305324,1
5.736077106,6.126525365,5.592272277,0
8.180978972,7.507751024,7.045461664,0
2.666966805,4.394264098,7.103648528,1
0.901707784,7.785414285,1.840442967,1
9.38145274,7.360634196,0.909248261,0
6.864460575,7.980579186,9.524365745,0
5.327832724,6.758451399,9.132207626,0
1.865156682,9.81704659,5.88911709,0
6.237279057,8.430888085,1.05832154,0
4.960208978,6.325641382,5.385291218,0
9.240432957,2.405340285,7.59630099,0
9.047510904,7.717862454,8.299102233,0
5.827316112,2.184801369,9.656469385,0
2.851994488,1.551136752,9.397978128,1
0.257009453,6.203109533,5.589785634,1
1.373394097,0.216693182,4.545715967,1
3.890242248,8.182390808,8.433197479,0
1.275416425,7.977983604,7.147573559,0
3.040099636,8.931795351,2.702885073,0
9.820492202,9.1671853,5.628814745,0
8.435729766,9.415304676,0.494197693,0
9.158768573,0.379423934,9.812481512,0
6.437987379,9.587317534,7.755595073,0
6.951550563,3.291347594,5.967380341,0
1.656570237,1.289567079,0.660203046,1
3.459268375,5.587979157,9.609871391,0
6.794719325,3.051761124,1.32954858,0
8.755061184,5.569156038,8.227188298,0
6.478243651,4.944164728,5.894116069,0
9.042273143,6.277809284,4.55796567,0
1.424185752,9.041536402,9.867879513,0
2.21493825,5.0218217,2.183866674,1
1.052303244,6.783433629,9.411472416,1
1.466884091,8.381930459,0.535311903,0
5.088741615,8.644675045,4.568620511,0
7.524534277,0.564400313,5.724717987,0
0.154606381,0.50253653,2.169189639,1
7.549990296,0.567970811,0.959174821,0
9.919344589,9.996480676,4.179701243,0
8.052988048,0.508889734,9.058351128,0
9.762598715,0.595248928,2.839521951,0
8.701537516,9.913211417,6.738695271,0
8.668251947,3.015638761,7.444723086,0
8.744783868,4.635633335,4.860536753,0
2.231287176,5.584627992,3.98459905,1
1.773016868,4.911935446,8.10323504,1
5.242109965,4.875232639,3.051215759,0
1.16204704,4.57724558,1.896032781,1
0.832944889,2.465028895,7.942142629,1
6.634337,7.936943252,4.027678329,0
3.102849634,5.199523579,8.239681744,0
5.977536614,7.500355318,3.883120498,0
2.234204245,4.23315999,3.319597785,1
7.758707,0.374719574,5.065798425,0
1.467872631,8.090382388,7.575903933,0
5.793299645,8.109088138,6.504985504,0
9.347986936,8.692972205,1.309886133,0
9.589102452,6.688446667,7.757783995,0
4.716113193,9.06093838,7.538503667,0
2.903066594,3.13029252,5.024480728,1
4.108457864,1.277954363,7.150281154,1
4.390998502,6.109560655,0.01171337,0
5.118233297,8.282484241,2.28977685,1
5.209436766,3.991752873,5.63182736,1
2.275106948,5.938610749,9.816059318,0
7.522504119,0.626225622,7.250555217,1
7.962594809,2.756889241,5.270862161,0
6.269418098,4.068409462,5.515034884,0
6.996859815,8.27351147,4.28402421,0
1.543713424,2.922806597,3.983522121,1
6.876058901,1.887733474,0.691566058,0
3.853812283,0.403702555,3.973992292,1
8.705831817,2.087541039,2.703580157,0
0.226016287,1.819223354,1.878687538,1
6.418730566,0.466155457,0.877687142,1
3.928885132,7.694155937,9.466323635,0
1.558631376,9.432014623,1.653329911,0
2.108273945,7.471687747,8.272023222,0
7.686679285,2.990529987,9.683958737,0
7.236017236,7.038547338,0.925320302,0
2.082663452,5.951035816,4.522840042,0
0.650935168,4.947558232,3.942817388,0
8.482374304,7.511306147,7.121660681,0
8.958633669,4.854533052,3.772019997,0
0.074505862,3.83533707,6.846722202,1
2.072120833,2.411970394,0.90263043,0
5.884215302,0.991748177,1.588309679,0
7.029576485,9.583929431,8.752619391,0
8.085600288,0.79369884,9.990493773,0
2.010403819,6.289173438,7.228172001,0
2.824241899,8.992963765,7.034427747,0
3.083890535,9.002210668,0.744824474,0
0.137252529,0.070356442,2.017985089,1
8.863708064,2.590166376,3.655422535,0
7.890501895,4.73238473,2.064101635,0
0.486135813,6.453087998,1.347108322,1
6.784541905,3.099315026,0.755445865,0
3.000684664,1.837355796,6.784303246,1
3.570224569,5.288757501,4.72402719,0
1.566668424,8.363858767,3.546747862,1
2.889305837,7.985892821,2.991694683,0
4.138179786,3.176944918,9.134597131,1
4.953721068,2.607883608,7.404237993,1
9.33796744,0.29150193,8.075072902,1
1.505348267,6.138603472,4.750632502,1
3.147198668,0.751389072,8.598170997,0
3.838699449,1.980555333,5.833060269,1
6.51223189,8.742666269,2.1315263,0
6.529133686,4.735199976,6.920885679,1
7.583652895,1.168355143,4.195581674,0
2.505688719,0.482178025,0.537835486,1
4.96687702,1.812482682,9.78397562,1
1.763270395,9.191818919,3.181719856,0
4.684048679,4.155345688,6.270346039,0
1.649908975,5.869317868,5.699435605,1
5.373309779,3.388609779,1.468647405,0
6.455822525,4.746284496,6.780302961,0
3.753201966,2.309779305,2.908529379,1
9.617858239,9.099036751,7.378148382,0
3.844333404,7.311628611,8.553636583,0
2.236597122,7.733604629,9.047596005,0
8.397096187,9.994921426,5.593822862,0
3.466284678,4.495090503,6.347976841,1
3.090979142,8.619422973,4.548847847,1
9.239054118,8.863759058,9.03293306,0
1.834730202,0.998587291,8.306376098,1
2.987014503,7.582702521,4.351511364,0
5.615103225,8.042039888,3.938727038,0
0.864897085,6.267539134,7.522841407,1
6.925409845,6.563359294,6.307444208,0
4.738197198,5.94794951,7.536319537,0
4.295531167,8.524857441,6.00095948,0
0.657470149,9.127602307,5.616931849,0
0.260695926,2.407956848,5.829702033,1
5.404670946,1.386635518,4.03968195,1
6.72863811,4.068149007,3.466238307,0
8.237345856,1.086917358,4.61677558,0
6.729017914,7.798200191,0.489003513,1
7.85230714,9.621689823,9.076303404,0
3.131792839,9.450742189,4.866812242,0
8.074450354,1.290196367,4.02227406,0
9.928790636,2.766109478,3.651553712,0
7.540872187,1.019022047,8.753847702,0
3.468401265,5.282092211,3.183651418,0
2.511027599,2.915319736,6.906737642,1
3.709370815,1.844048239,7.634130279,1
0.341312188,4.140270451,3.487987054,1
8.855581333,2.777540784,0.258769445,0
8.566545962,4.161158977,0.067014102,1
8.311129072,5.711888125,4.818038259,0
4.789657813,1.34265328,1.311750816,1
8.644439968,9.158199408,2.505773188,0
0.341830735,9.232922428,1.786008808,0
3.985956646,8.19348626,2.797034186,0
8.614245472,2.61805037,0.467435471,0
5.075225542,5.903319517,8.977533262,0
1.241322913,3.14560248,9.194263747,1
2.260705346,4.50047124,5.793410141,1
8.367892554,3.186044948,2.205852779,0
5.696967385,2.029961778,0.942886934,0
2.497292402,8.021951298,1.652462032,0
0.382029199,4.022032789,2.655487139,1
6.066675912,2.937406451,5.513750353,0
9.315364198,8.30505584,1.647836318,0
6.333170729,0.182995835,8.324970427,1
6.555292488,1.64079217,1.46993297,0
4.463567547,8.810145812,2.80311136,0
0.031130579,7.846690795,8.013510828,1
4.061629173,1.373375202,9.491487653,1
0.707795054,3.368490822,6.309681114,1
5.365866485,0.28801492,4.997881724,1
9.933340434,7.449674432,3.879735731,0
2.901661701,9.33283984,5.617734087,1
6.680835674,4.600426473,5.990581862,0
2.167403489,8.182931226,4.01831558,0
3.908145455,4.009780484,7.52590419,1
5.520096536,4.981345573,5.261726162,0
0.319521688,0.135770983,1.368816664,1
6.511052719,7.162020797,9.831916867,0
2.069834478,9.957682291,6.921669753,0
2.62552511,7.39537283,5.661827553,0
8.149560527,8.947206217,5.751303183,0
6.449808165,5.679262426,4.78297913,0
0.574104906,0.397549795,9.351661716,1
4.867213686,3.018884109,9.675922858,1
0.497044519,3.587491492,0.285873399,1
2.219050128,5.404580366,8.446000672,1
4.340185043,7.07057385,7.122119207,0
7.281256058,1.329012006,3.117300565,1
6.620686241,3.872840646,0.477650344,0
6.775934996,8.570869302,4.264164991,0
3.202129961,0.231612124,2.491818643,1
4.919171971,3.301200373,9.308662921,0
6.10774352,6.262377141,3.869992403,0
7.675422644,2.439058596,0.324993048,1
0.836117622,3.624433576,0.91011218,1
4.010737775,1.568956608,0.897953044,1
1.613289111,6.225628497,2.120841532,1
6.942100324,0.480551881,6.054374053,1
1.006488815,6.839917405,1.128595978,1
9.250205545,8.381925794,1.967112853,0
9.634338611,0.952768245,2.83676345,0
3.591901524,8.178140828,1.547777568,0
1.621120045,3.133232729,9.051973781,0
1.615218128,5.170502785,4.192743988,1
7.484238463,4.819214128,6.350888858,0
9.337735227,8.010932794,2.6193094,0
3.631503172,7.105918386,1.34309195,0
0.74778933,6.152277592,6.957461544,1
9.442615364,8.038757206,7.420307931,0
1.72265523,0.310287073,2.005427863,1
3.13339015,5.137929883,8.534761446,0
4.331186694,8.697792498,2.795684909,0
5.166275515,0.105103138,9.669145954,1
6.193433777,7.826397822,7.150754086,0
0.583465721,2.330117113,1.325225281,1
5.160751695,5.855663394,0.527360957,0
8.062445341,3.388967262,1.128033203,0
9.678801732,7.62508392,5.542105159,0
9.706289192,7.57942832,8.787641669,0
7.231751925,5.148925061,2.295761569,0
2.305638205,5.786082729,6.500374961,0
8.742941435,6.541105017,2.01144355,0
3.562142788,5.917587789,5.213308031,0
7.423471392,8.02580683,5.743111703,0
8.63644483,0.637950331,9.736649001,0
9.339620735,6.528512695,5.683496933,0
4.900816591,3.033013578,1.373950741,1
9.162568663,7.700110737,2.314352987,0
8.251507012,0.163633978,1.963160685,0
1.130167082,1.484180657,3.226743701,1
1.206673424,2.85296985,9.913564146,1
8.55081226,9.640473822,8.078383087,0
2.44265336,1.41191707,4.384071389,1
1.276582793,9.432881517,8.067637797,0
3.879851176,6.131673283,3.186636225,0
8.872462298,8.565499092,2.80023148,0
4.33441105,0.36419501,3.581171669,1
2.873899763,6.68284504,9.853524886,1
2.836801,2.335888467,0.265526958,0
8.774343472,4.940507436,7.815716552,0
0.265181555,6.461323803,3.08987908,1
4.366351187,4.048279392,8.139800082,0
0.454788384,8.589986059,4.761839582,0
6.828436776,4.190850374,6.970028365,0
1.289198538,3.3321164,7.438637283,1
7.958289911,0.478482428,5.232188715,0
1.913570097,5.285189392,9.449457175,1
4.615171237,7.70998883,3.842514631,0
9.501711095,8.417931158,3.543603426,0
8.165561193,6.089745285,7.999331059,0
1.367977704,7.022304479,8.311361986,0
2.747201221,2.37646418,6.306506271,1
8.548764522,9.529644021,9.717360069,0
4.819432821,3.763001272,8.00199614,0
2.834579398,0.517534484,2.06556244,1
9.864103822,7.476908798,2.440683463,0
7.553724896,7.245468978,3.306213971,0
9.139245701,8.645294823,8.468709189,0
0.67521902,3.439265449,0.199201246,1
1.653495483,1.09241034,5.755838095,1
4.004306712,8.409483782,2.565282819,0
6.8754973,6.372252422,0.868593016,0
4.660190657,9.845714513,6.244654854,0
4.275423038,1.042923014,2.281247468,1
8.947790102,8.359857668,0.080456978,0
