,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
2403,8.8,0.33,0.36,7.172057784014864,0.034,19.0,125.0,0.99166,2.96,0.98,11.46937943224268,6
2406,7.9,0.44,0.26,9.522057784014864,0.033,23.0,100.0,0.9911700000000001,3.17,0.52,11.46937943224268,6
2420,8.1,0.4,0.32,12.972057784014865,0.031,23.0,118.0,0.9917600000000001,3.05,0.46,12.069379432242682,7
2487,7.9,0.27,0.27,6.772057784014864,0.034,25.0,122.0,0.9908799999999999,2.97,0.51,10.669379432242682,6
2488,7.9,0.27,0.27,6.772057784014864,0.034,25.0,122.0,0.9908799999999999,2.97,0.51,10.669379432242682,6
2507,7.1,0.34,0.31,10.272057784014864,0.032,36.0,140.0,0.99166,3.35,0.47,11.069379432242682,7
2514,6.9,0.34,0.3,9.772057784014864,0.028999999999999998,34.0,148.0,0.99165,3.36,0.49,11.069379432242682,7
2515,7.1,0.12,0.3,8.172057784014864,0.018000000000000002,15.0,37.0,0.9900399999999999,3.02,0.52,10.669379432242682,7
2518,7.1,0.12,0.3,8.172057784014864,0.018000000000000002,15.0,37.0,0.9900399999999999,3.02,0.52,10.669379432242682,7
2566,6.9,0.21,0.24,6.872057784014864,0.021,17.0,80.0,0.98992,3.15,0.46,11.069379432242682,7
2571,7.0,0.16,0.32,6.172057784014864,0.032,29.0,80.0,0.98972,3.23,0.36,10.869379432242681,6
2578,5.8,0.3,0.27,6.772057784014864,0.013999999999999999,45.0,104.0,0.9891399999999999,3.4,0.56,11.369379432242681,7
2594,5.4,0.5,0.13,10.072057784014863,0.027999999999999997,12.0,107.0,0.99079,3.48,0.88,12.269379432242681,7
2605,7.1,0.2,0.3,5.972057784014864,0.019,4.0,28.0,0.98931,3.2,0.36,10.769379432242681,6
2609,7.1,0.2,0.3,5.972057784014864,0.019,4.0,28.0,0.98931,3.2,0.36,10.769379432242681,6
2614,6.15,0.21,0.37,8.272057784014864,0.021,20.0,80.0,0.9907600000000001,3.39,0.47,10.769379432242681,5
2624,6.15,0.21,0.37,8.272057784014864,0.021,20.0,80.0,0.9907600000000001,3.39,0.47,10.769379432242681,5
2652,7.3,0.22,0.31,7.372057784014864,0.018000000000000002,45.0,80.0,0.98936,3.06,0.34,11.669379432242682,7
2659,7.1,0.15,0.34,6.072057784014864,0.033,27.0,73.0,0.98974,3.24,0.41,10.96937943224268,6
2664,6.2,0.21,0.34,11.672057784014864,0.03,36.0,91.0,0.9914,3.32,0.45,11.269379432242681,7
2666,5.9,0.34,0.31,7.072057784014864,0.03,38.0,142.0,0.98892,3.4,0.41,11.669379432242682,7
2668,9.6,0.655,0.21,7.072057784014864,0.039,21.0,120.0,0.9918799999999999,3.0,1.0,11.369379432242681,6
2670,5.9,0.34,0.31,7.072057784014864,0.03,38.0,142.0,0.98892,3.4,0.41,11.669379432242682,7
2671,5.9,0.3,0.3,7.072057784014864,0.03,38.0,142.0,0.98892,3.41,0.41,11.669379432242682,7
2673,7.9,0.37,0.31,7.922057784014864,0.037000000000000005,5.0,24.0,0.9911,3.19,0.36,10.669379432242682,6
2677,6.2,0.25,0.31,8.272057784014864,0.03,32.0,150.0,0.9901399999999999,3.18,0.31,10.769379432242681,6
2680,8.0,0.17,0.29,7.472057784014863,0.028999999999999998,52.0,119.0,0.98944,3.03,0.33,11.669379432242682,6
2682,7.6,0.32,0.25,14.572057784014863,0.03,15.0,136.0,0.99367,3.1,0.44,10.869379432242681,6
2686,8.0,0.17,0.29,7.472057784014863,0.028999999999999998,52.0,119.0,0.98944,3.03,0.33,11.669379432242682,6
2720,7.5,0.26,0.3,9.672057784014864,0.027000000000000003,29.0,92.0,0.99085,3.15,0.38,10.769379432242681,7
2722,7.6,0.4,0.27,10.272057784014864,0.03,32.0,101.0,0.99172,3.22,0.62,11.069379432242682,7
2739,6.8,0.32,0.28,9.872057784014864,0.034,25.0,100.0,0.99026,3.08,0.47,11.169379432242682,7
2745,6.7,0.44,0.22,9.372057784014864,0.032,19.0,99.0,0.99015,3.26,0.53,11.569379432242682,7
2751,6.8,0.17,0.36,6.472057784014863,0.036000000000000004,38.0,108.0,0.99006,3.19,0.66,10.769379432242681,6
2752,7.1,0.43,0.3,11.672057784014864,0.025,15.0,138.0,0.99126,3.18,0.46,11.369379432242681,6
2753,5.8,0.315,0.27,6.622057784014864,0.026000000000000002,15.0,70.0,0.9899399999999999,3.37,0.4,10.669379432242682,8
2766,6.9,0.16,0.37,6.872057784014864,0.034,36.0,95.0,0.9895200000000001,2.93,0.59,10.769379432242681,6
2772,6.2,0.29,0.32,8.672057784014864,0.026000000000000002,39.0,138.0,0.9892,3.31,0.37,11.869379432242681,7
2773,7.6,0.39,0.32,8.672057784014864,0.035,22.0,93.0,0.99144,3.08,0.6,11.269379432242681,7
2778,7.6,0.39,0.32,8.672057784014864,0.035,22.0,93.0,0.99144,3.08,0.6,11.269379432242681,7
2780,6.2,0.235,0.34,6.972057784014863,0.036000000000000004,4.0,117.0,0.9903200000000001,3.4,0.44,10.96937943224268,5
2786,8.0,0.3,0.36,16.072057784014863,0.034,8.0,70.0,0.99354,3.05,0.41,10.96937943224268,6
2793,6.5,0.37,0.3,7.272057784014864,0.033,39.0,107.0,0.9889399999999999,3.22,0.53,12.269379432242681,7
2796,6.5,0.37,0.3,7.272057784014864,0.033,39.0,107.0,0.9889399999999999,3.22,0.53,12.269379432242681,7
2799,6.7,0.16,0.37,6.372057784014864,0.036000000000000004,45.0,125.0,0.98964,3.19,0.51,11.169379432242682,7
2810,7.8,0.26,0.31,8.672057784014864,0.025,22.0,100.0,0.99066,2.99,0.47,10.869379432242681,7
2814,6.7,0.19,0.39,6.072057784014864,0.032,14.0,71.0,0.9891200000000001,3.31,0.38,11.769379432242681,7
2817,6.7,0.19,0.39,6.072057784014864,0.032,14.0,71.0,0.9891200000000001,3.31,0.38,11.769379432242681,7
2823,7.6,0.27,0.34,10.072057784014863,0.04,18.0,56.0,0.9908399999999999,3.06,0.48,11.169379432242682,6
2852,7.9,0.2,0.39,6.072057784014864,0.040999999999999995,37.0,154.0,0.99093,3.08,0.43,10.669379432242682,5
2856,5.6,0.18,0.58,6.322057784014864,0.034,29.0,129.0,0.9898399999999999,3.51,0.6,10.769379432242681,7
2857,6.6,0.29,0.31,8.972057784014863,0.027000000000000003,39.0,96.0,0.99035,3.24,0.6,11.369379432242681,8
2862,5.1,0.11,0.32,6.672057784014864,0.027999999999999997,12.0,90.0,0.99008,3.57,0.52,10.96937943224268,6
2863,6.5,0.15,0.32,6.372057784014864,0.036000000000000004,19.0,76.0,0.98964,3.18,0.41,11.069379432242682,6
2866,5.6,0.18,0.58,6.322057784014864,0.034,29.0,129.0,0.9898399999999999,3.51,0.6,10.769379432242681,7
2867,6.7,0.48,0.32,6.472057784014863,0.021,22.0,121.0,0.9889,3.15,0.53,11.46937943224268,7
2869,6.0,0.17,0.29,10.072057784014863,0.027999999999999997,25.0,108.0,0.9907600000000001,3.14,0.34,11.069379432242682,6
2870,6.7,0.48,0.32,6.472057784014863,0.021,22.0,121.0,0.9889,3.15,0.53,11.46937943224268,7
2872,4.2,0.17,0.36,6.872057784014864,0.028999999999999998,93.0,161.0,0.9899899999999999,3.65,0.89,10.769379432242681,7
2874,5.4,0.23,0.36,6.572057784014864,0.03,74.0,121.0,0.9897600000000001,3.24,0.99,10.869379432242681,7
2878,5.9,0.32,0.33,7.172057784014864,0.027000000000000003,35.0,138.0,0.98945,3.37,0.42,11.46937943224268,6
2884,7.0,0.28,0.32,12.822057784014863,0.032,30.0,114.0,0.9915799999999999,3.12,0.64,11.569379432242682,7
2885,6.9,0.4,0.3,15.672057784014864,0.033,24.0,87.0,0.99265,3.15,0.45,11.569379432242682,6
2889,8.4,0.36,0.36,16.172057784014864,0.032,21.0,132.0,0.99313,2.95,0.39,11.769379432242681,6
2890,5.2,0.285,0.29,10.222057784014865,0.035,64.0,138.0,0.9895,3.19,0.34,11.169379432242682,8
2893,6.2,0.16,0.34,6.772057784014864,0.038,85.0,153.0,0.9909,3.33,0.86,10.769379432242681,7
2901,6.5,0.22,0.32,7.272057784014864,0.027999999999999997,36.0,92.0,0.9907600000000001,3.27,0.59,10.669379432242682,7
2912,6.5,0.22,0.32,7.272057784014864,0.027999999999999997,36.0,92.0,0.9907600000000001,3.27,0.59,10.669379432242682,7
2917,7.1,0.36,0.4,7.022057784014864,0.033,26.0,118.0,0.98934,3.2,0.45,12.269379432242681,7
2922,6.5,0.44,0.47,10.522057784014864,0.013999999999999999,44.0,137.0,0.9898399999999999,3.13,0.32,11.769379432242681,8
2926,5.2,0.155,0.33,6.672057784014864,0.027999999999999997,13.0,59.0,0.98975,3.3,0.84,10.669379432242682,8
2927,7.0,0.31,0.31,14.172057784014864,0.036000000000000004,45.0,140.0,0.99216,2.98,0.31,10.769379432242681,7
2928,7.0,0.31,0.31,14.172057784014864,0.036000000000000004,45.0,140.0,0.99216,2.98,0.31,10.769379432242681,7
2931,5.2,0.155,0.33,6.672057784014864,0.027999999999999997,13.0,59.0,0.98975,3.3,0.84,10.669379432242682,8
2945,4.9,0.33,0.31,6.272057784014864,0.016,39.0,150.0,0.98713,3.33,0.59,12.769379432242681,8
2954,6.4,0.29,0.3,7.972057784014863,0.036000000000000004,25.0,79.0,0.9903700000000001,3.29,0.6,11.169379432242682,7
2956,8.1,0.12,0.38,5.972057784014864,0.034,36.0,86.0,0.99026,2.8,0.55,10.769379432242681,6
2959,7.3,0.4,0.26,10.522057784014864,0.016,26.0,90.0,0.98951,2.84,0.54,11.96937943224268,7
2963,7.5,0.38,0.29,9.972057784014865,0.021,38.0,113.0,0.99026,3.08,0.48,11.769379432242681,7
2965,5.5,0.34,0.26,7.272057784014864,0.021,31.0,119.0,0.98919,3.55,0.49,11.769379432242681,8
2976,6.8,0.32,0.39,14.672057784014864,0.026000000000000002,34.0,124.0,0.9928600000000001,3.18,0.35,10.869379432242681,6
2979,6.7,0.36,0.26,12.972057784014865,0.034,39.0,123.0,0.99119,2.99,0.3,10.96937943224268,7
2980,6.1,0.38,0.42,10.072057784014863,0.016,31.0,113.0,0.9900700000000001,3.15,0.31,11.169379432242682,7
2983,6.0,0.26,0.32,8.872057784014864,0.028999999999999998,48.0,180.0,0.99011,3.15,0.34,10.769379432242681,6
2984,6.9,0.3,0.3,15.622057784014864,0.037000000000000005,4.0,28.0,0.9918399999999999,3.07,0.32,11.46937943224268,6
2990,5.0,0.27,0.32,9.572057784014863,0.032,58.0,178.0,0.98956,3.45,0.31,11.369379432242681,7
2995,6.6,0.28,0.34,5.872057784014864,0.037000000000000005,42.0,119.0,0.9888,3.03,0.37,11.269379432242681,6
2996,6.5,0.35,0.36,5.872057784014864,0.034,32.0,111.0,0.9894200000000001,3.11,0.5,10.869379432242681,8
2998,6.0,0.32,0.3,6.372057784014864,0.025,18.0,112.0,0.9880200000000001,3.07,0.64,12.069379432242682,7
3005,6.9,0.3,0.36,5.972057784014864,0.037000000000000005,40.0,156.0,0.9896799999999999,3.08,0.36,10.869379432242681,6
3007,5.0,0.27,0.32,9.572057784014863,0.032,58.0,178.0,0.98956,3.45,0.31,11.369379432242681,7
3008,5.0,0.3,0.33,8.772057784014864,0.03,54.0,173.0,0.9887,3.36,0.3,11.769379432242681,7
3012,6.8,0.25,0.37,8.172057784014864,0.026000000000000002,29.0,93.0,0.99035,3.14,0.45,10.96937943224268,6
3017,5.9,0.34,0.3,8.872057784014864,0.035,57.0,135.0,0.99016,3.09,0.34,10.769379432242681,6
3018,6.8,0.22,0.31,11.972057784014865,0.037000000000000005,33.0,121.0,0.9917600000000001,3.02,0.39,10.669379432242682,8
3029,7.1,0.47,0.29,19.872057784014864,0.024,22.0,142.0,0.99518,3.12,0.48,10.769379432242681,8
3030,7.1,0.47,0.29,19.872057784014864,0.024,22.0,142.0,0.99518,3.12,0.48,10.769379432242681,8
3046,6.9,0.24,0.37,11.172057784014864,0.027000000000000003,38.0,112.0,0.9908600000000001,3.19,0.34,11.169379432242682,6
3047,7.7,0.18,0.53,6.272057784014864,0.040999999999999995,42.0,167.0,0.9908,3.11,0.44,10.669379432242682,5
3054,5.8,0.15,0.31,10.972057784014865,0.036000000000000004,7.0,73.0,0.9915200000000001,3.2,0.43,10.669379432242682,6
3055,6.3,0.25,0.44,6.772057784014864,0.024,36.0,116.0,0.98935,3.18,0.4,11.269379432242681,6
3056,6.9,0.28,0.41,6.472057784014863,0.016,6.0,55.0,0.9887600000000001,3.16,0.4,12.169379432242682,5
3057,7.2,0.27,0.37,10.472057784014865,0.026000000000000002,27.0,114.0,0.99174,3.13,0.84,11.46937943224268,5
3062,6.8,0.28,0.43,12.672057784014864,0.03,30.0,110.0,0.99164,3.08,0.59,11.269379432242681,8
3068,6.1,0.18,0.38,7.372057784014864,0.033,28.0,111.0,0.98962,3.16,0.49,11.169379432242682,6
3069,7.0,0.53,0.43,11.172057784014864,0.028999999999999998,6.0,76.0,0.99118,3.08,0.5,11.269379432242681,8
3070,6.8,0.28,0.43,12.672057784014864,0.03,30.0,110.0,0.99164,3.08,0.59,11.269379432242681,8
3071,6.5,0.36,0.38,15.272057784014862,0.027999999999999997,20.0,82.0,0.99274,3.1,0.43,10.869379432242681,7
3073,6.7,0.24,0.41,7.972057784014863,0.039,48.0,122.0,0.9905200000000001,3.25,0.43,10.769379432242681,5
3075,6.4,0.15,0.4,6.572057784014864,0.042,23.0,87.0,0.98972,3.11,0.46,10.96937943224268,7
3078,7.1,0.28,0.35,8.572057784014863,0.027999999999999997,35.0,91.0,0.9902200000000001,2.96,0.33,10.869379432242681,5
3079,6.6,0.35,0.34,9.972057784014865,0.032,9.0,125.0,0.9925299999999999,3.32,0.81,10.769379432242681,5
3082,6.0,0.35,0.51,6.272057784014864,0.028999999999999998,10.0,102.0,0.9903,3.46,0.42,10.669379432242682,6
3083,5.8,0.31,0.32,9.572057784014863,0.024,28.0,94.0,0.98906,3.25,0.52,12.46937943224268,7
3086,5.8,0.31,0.32,9.572057784014863,0.024,28.0,94.0,0.98906,3.25,0.52,12.46937943224268,7
3088,6.3,0.37,0.37,6.572057784014864,0.024,12.0,76.0,0.9887600000000001,2.94,0.39,11.069379432242682,6
3089,6.2,0.36,0.38,8.272057784014864,0.031,20.0,89.0,0.98956,3.06,0.33,10.769379432242681,7
3099,6.7,0.34,0.4,7.172057784014864,0.033,34.0,111.0,0.98924,2.97,0.48,10.96937943224268,7
3110,6.7,0.24,0.46,7.272057784014864,0.033,19.0,111.0,0.99045,3.1,0.62,10.669379432242682,6
3111,6.5,0.23,0.39,6.972057784014863,0.036000000000000004,41.0,98.0,0.99,3.19,0.43,10.669379432242682,7
3117,6.5,0.23,0.39,6.972057784014863,0.036000000000000004,41.0,98.0,0.99,3.19,0.43,10.669379432242682,7
3118,5.9,0.28,0.39,6.472057784014863,0.031,47.0,147.0,0.98836,3.08,0.64,11.669379432242682,7
3122,5.6,0.18,0.27,6.772057784014864,0.03,31.0,103.0,0.98892,3.35,0.37,11.669379432242682,6
3123,5.5,0.18,0.22,10.572057784014863,0.037000000000000005,10.0,86.0,0.99156,3.46,0.44,10.96937943224268,5
3129,6.1,0.21,0.38,6.572057784014864,0.039,37.0,122.0,0.98972,3.2,0.43,10.769379432242681,6
3133,6.6,0.25,0.35,7.972057784014863,0.034,38.0,121.0,0.99008,3.19,0.4,11.569379432242682,6
3141,5.9,0.33,0.32,13.172057784014864,0.038,9.0,34.0,0.9911,3.22,0.36,11.46937943224268,7
3150,5.8,0.39,0.47,12.572057784014863,0.027000000000000003,12.0,88.0,0.9907,3.38,0.45,12.769379432242681,6
3152,7.6,0.25,1.23,9.672057784014864,0.035,51.0,294.0,0.99018,3.03,0.43,11.869379432242681,6
3153,5.8,0.29,0.33,8.772057784014864,0.028999999999999998,30.0,88.0,0.9899399999999999,3.25,0.42,11.069379432242682,6
3154,7.2,0.4,0.38,7.272057784014864,0.03,40.0,109.0,0.99075,3.27,0.46,11.369379432242681,6
3155,6.8,0.39,0.34,12.472057784014865,0.02,38.0,133.0,0.9921200000000001,3.18,0.44,10.769379432242681,7
3157,6.8,0.39,0.34,12.472057784014865,0.02,38.0,133.0,0.9921200000000001,3.18,0.44,10.769379432242681,7
3158,7.1,0.36,0.37,9.872057784014864,0.019,39.0,114.0,0.99036,3.08,0.49,11.46937943224268,7
3160,6.5,0.34,0.46,6.072057784014864,0.023,6.0,80.0,0.98865,3.15,0.54,11.669379432242682,6
3162,6.8,0.39,0.34,12.472057784014865,0.02,38.0,133.0,0.9921200000000001,3.18,0.44,10.769379432242681,7
3163,7.1,0.36,0.37,9.872057784014864,0.019,39.0,114.0,0.99036,3.08,0.49,11.46937943224268,7
3164,7.8,0.3,0.36,9.672057784014864,0.024,20.0,198.0,0.9922200000000001,3.06,0.66,10.669379432242682,6
3165,6.1,0.68,0.52,6.472057784014863,0.037000000000000005,32.0,123.0,0.9902200000000001,3.24,0.45,10.769379432242681,6
3166,5.2,0.34,0.37,11.272057784014864,0.031,42.0,133.0,0.9907600000000001,3.25,0.41,11.269379432242681,6
3167,5.6,0.28,0.4,11.172057784014864,0.034,36.0,118.0,0.99144,3.21,0.43,10.869379432242681,7
3168,6.2,0.19,0.38,10.172057784014864,0.019,22.0,82.0,0.98961,3.05,0.36,11.269379432242681,6
3172,6.7,0.33,0.36,11.672057784014864,0.042,34.0,116.0,0.9912299999999999,2.97,0.31,10.96937943224268,8
3173,6.7,0.33,0.34,12.572057784014863,0.036000000000000004,39.0,124.0,0.9912299999999999,2.99,0.32,11.169379432242682,8
3174,6.9,0.36,0.35,13.672057784014864,0.038,37.0,125.0,0.9916,3.0,0.32,11.169379432242682,8
3180,6.5,0.24,0.38,6.072057784014864,0.027000000000000003,31.0,90.0,0.98926,3.24,0.36,11.069379432242682,6
3181,8.3,0.16,0.37,12.972057784014865,0.025,38.0,107.0,0.99306,2.93,0.37,10.669379432242682,6
3183,6.5,0.24,0.38,6.072057784014864,0.027000000000000003,31.0,90.0,0.98926,3.24,0.36,11.069379432242682,6
3187,6.7,0.18,0.37,6.372057784014864,0.027000000000000003,42.0,125.0,0.98939,3.24,0.37,11.569379432242682,7
3190,5.8,0.28,0.3,6.572057784014864,0.026000000000000002,31.0,114.0,0.9895200000000001,3.32,0.6,11.269379432242681,7
3192,8.3,0.16,0.37,12.972057784014865,0.025,38.0,107.0,0.99306,2.93,0.37,10.669379432242682,6
3197,7.9,0.34,0.44,11.572057784014863,0.027000000000000003,47.0,126.0,0.99124,2.96,0.37,11.269379432242681,6
3199,6.8,0.21,0.4,11.372057784014864,0.032,40.0,121.0,0.9921399999999999,3.18,0.53,10.769379432242681,7
3200,5.2,0.31,0.36,10.172057784014864,0.031,46.0,145.0,0.9897,3.14,0.31,11.169379432242682,7
3201,7.9,0.34,0.44,11.572057784014863,0.027000000000000003,47.0,126.0,0.99124,2.96,0.37,11.269379432242681,6
3202,5.6,0.42,0.34,7.472057784014863,0.022000000000000002,34.0,97.0,0.98915,3.22,0.38,11.569379432242682,7
3205,6.8,0.45,0.36,10.072057784014863,0.033,28.0,156.0,0.991,3.11,0.4,11.169379432242682,7
3206,6.6,0.29,0.39,11.822057784014863,0.031,22.0,98.0,0.9913,3.15,0.8,11.669379432242682,7
3211,8.2,0.3,0.44,17.472057784014865,0.043,52.0,154.0,0.9945200000000001,3.04,0.33,10.769379432242681,6
3214,5.2,0.335,0.2,6.772057784014864,0.033,17.0,74.0,0.9900200000000001,3.34,0.48,11.069379432242682,6
3219,6.2,0.35,0.31,7.672057784014864,0.036000000000000004,37.0,92.0,0.9893799999999999,3.27,0.53,11.569379432242682,7
3221,6.6,0.24,0.38,17.822057784014863,0.034,8.0,74.0,0.9938600000000001,3.1,0.57,11.669379432242682,6
3222,6.6,0.16,0.34,6.172057784014864,0.037000000000000005,41.0,115.0,0.9899,3.01,0.68,10.769379432242681,6
3223,8.2,0.3,0.44,17.472057784014865,0.043,52.0,154.0,0.9945200000000001,3.04,0.33,10.769379432242681,6
3225,6.6,0.33,0.4,7.722057784014863,0.040999999999999995,35.0,86.0,0.98916,3.11,0.39,12.069379432242682,7
3232,6.7,0.31,0.32,19.572057784014863,0.038,6.0,79.0,0.9941200000000001,3.14,0.34,11.269379432242681,5
3233,6.2,0.2,0.29,16.872057784014864,0.035,21.0,93.0,0.99364,3.18,0.34,10.669379432242682,6
3236,6.9,0.22,0.39,11.072057784014863,0.035,44.0,141.0,0.9912299999999999,3.11,0.33,11.269379432242681,6
3239,6.6,0.34,0.24,8.372057784014864,0.034,29.0,99.0,0.99031,3.1,0.4,11.069379432242682,7
3241,5.8,0.3,0.42,6.172057784014864,0.036000000000000004,19.0,113.0,0.9887100000000001,3.1,0.46,11.369379432242681,7
3243,6.6,0.34,0.24,8.372057784014864,0.034,29.0,99.0,0.99031,3.1,0.4,11.069379432242682,7
3244,6.7,0.21,0.36,13.622057784014864,0.02,20.0,86.0,0.99146,3.19,0.22,12.169379432242682,7
3252,7.1,0.26,0.37,10.572057784014863,0.025,31.0,105.0,0.99082,3.06,0.33,11.369379432242681,8
3261,6.3,0.32,0.32,6.572057784014864,0.03,24.0,101.0,0.9892299999999999,3.21,0.42,11.769379432242681,5
3263,6.5,0.26,0.31,8.672057784014864,0.03,36.0,92.0,0.99026,3.22,0.62,11.369379432242681,8
3271,6.5,0.32,0.34,10.772057784014864,0.044000000000000004,27.0,91.0,0.9918399999999999,3.28,0.6,10.769379432242681,7
3284,8.0,0.34,0.25,11.472057784014865,0.035,38.0,103.0,0.9914799999999999,2.91,0.23,10.96937943224268,6
3291,5.6,0.12,0.33,7.972057784014863,0.044000000000000004,21.0,73.0,0.9889600000000001,3.17,0.32,11.669379432242682,8
3293,6.8,0.17,0.35,6.872057784014864,0.04,29.0,84.0,0.98961,2.91,0.57,10.769379432242681,7
3299,6.8,0.32,0.32,13.772057784014862,0.028999999999999998,31.0,105.0,0.99146,3.0,0.34,11.069379432242682,7
3301,5.6,0.12,0.33,7.972057784014863,0.044000000000000004,21.0,73.0,0.9889600000000001,3.17,0.32,11.669379432242682,8
3302,6.6,0.24,0.28,11.772057784014864,0.032,26.0,91.0,0.99172,3.13,0.32,11.069379432242682,6
3303,6.3,0.22,0.34,10.072057784014863,0.032,36.0,93.0,0.9901200000000001,3.27,0.36,12.269379432242681,7
3304,6.0,0.32,0.3,6.972057784014863,0.033,41.0,142.0,0.9891200000000001,3.29,0.42,11.569379432242682,7
