,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
2066,7.7,0.28,0.411019804202983,4.3,0.051,25.0,142.0,0.9939,3.16,0.39,8.96937943224268,5
2067,7.6,0.29,0.411019804202983,4.4,0.051,26.0,146.0,0.9939,3.16,0.39,8.96937943224268,5
2075,7.6,0.18,0.481019804202983,2.4,0.049,38.0,123.0,0.996,3.6,0.46,9.069379432242682,5
2083,9.4,0.3,0.44101980420298303,10.7,0.028999999999999998,14.0,111.0,0.9958,2.85,0.42,9.369379432242681,5
2088,8.7,0.15,0.421019804202983,1.6,0.046,29.0,130.0,0.9942,3.22,0.38,8.569379432242682,6
2090,7.2,0.25,0.31101980420298303,8.0,0.044000000000000004,51.0,172.0,0.9964,3.16,0.44,7.969379432242681,5
2091,7.2,0.24,0.31101980420298303,7.7,0.045,53.0,176.0,0.9958,3.17,0.38,8.269379432242681,5
2093,6.6,0.22,0.651019804202983,15.1,0.052000000000000005,22.0,136.0,0.9986,2.94,0.35,8.169379432242682,5
2094,6.6,0.22,0.651019804202983,15.1,0.052000000000000005,22.0,136.0,0.9986,2.94,0.35,8.169379432242682,5
2095,8.4,0.28,0.521019804202983,8.9,0.048,33.0,146.0,0.9988,3.4,0.46,8.069379432242682,5
2097,6.7,0.24,0.45101980420298304,12.3,0.046,31.0,145.0,0.9983,3.36,0.4,8.269379432242681,5
2098,7.4,0.18,0.481019804202983,13.1,0.055999999999999994,72.0,163.0,1.0,3.42,0.35,7.869379432242681,6
2099,6.0,0.16,0.421019804202983,6.7,0.043,43.0,153.0,0.9951,3.63,0.46,9.369379432242681,5
2100,6.7,0.24,0.45101980420298304,12.3,0.046,31.0,145.0,0.9983,3.36,0.4,8.269379432242681,5
2103,6.0,0.27,0.271019804202983,1.5,0.055999999999999994,35.0,128.0,0.9936,3.12,0.45,7.569379432242682,5
2104,6.0,0.16,0.421019804202983,6.7,0.043,43.0,153.0,0.9951,3.63,0.46,9.369379432242681,5
2107,8.1,0.24,0.45101980420298304,10.2,0.048,46.0,141.0,0.9972,3.16,0.48,9.069379432242682,6
2108,7.4,0.18,0.481019804202983,13.1,0.055999999999999994,72.0,163.0,1.0,3.42,0.35,7.869379432242681,6
2110,6.5,0.22,0.37101980420298303,17.1,0.05,44.0,138.0,1.0001,3.3,0.37,7.569379432242682,5
2111,6.5,0.22,0.37101980420298303,17.1,0.05,44.0,138.0,1.0001,3.3,0.37,7.569379432242682,5
2112,6.5,0.22,0.37101980420298303,17.1,0.05,44.0,138.0,1.0001,3.3,0.37,7.569379432242682,5
2115,6.5,0.22,0.37101980420298303,17.1,0.05,44.0,138.0,1.0001,3.3,0.37,7.569379432242682,5
2116,6.8,0.2,0.39101980420298305,1.2,0.034,19.0,68.0,0.9902,3.14,0.37,10.46937943224268,4
2119,8.0,0.16,0.481019804202983,1.5,0.033,14.0,122.0,0.9941,3.2,0.39,9.069379432242682,4
2120,6.8,0.25,0.39101980420298305,10.7,0.076,47.0,154.0,0.9967,3.05,0.38,7.7693794322426815,5
2122,6.9,0.26,0.45101980420298304,12.6,0.051,59.0,173.0,0.998,3.39,0.38,8.669379432242682,5
2123,6.8,0.25,0.39101980420298305,10.7,0.076,47.0,154.0,0.9967,3.05,0.38,7.7693794322426815,5
2125,6.0,0.28,0.341019804202983,12.15,0.048,42.0,163.0,0.9957,3.2,0.46,8.869379432242681,5
2131,7.1,0.22,0.44101980420298303,16.9,0.055999999999999994,49.0,158.0,0.9998,3.37,0.38,8.369379432242681,6
2132,7.1,0.22,0.44101980420298303,16.9,0.055999999999999994,49.0,158.0,0.9998,3.37,0.38,8.369379432242681,6
2138,5.5,0.24,0.44101980420298303,8.7,0.06,19.0,102.0,0.9940000000000001,3.27,0.31,9.169379432242682,5
2142,7.5,0.26,0.641019804202983,13.2,0.047,64.0,179.0,0.9982,3.1,0.46,7.7693794322426815,5
2144,8.2,0.21,0.44101980420298303,10.65,0.053,53.0,145.0,0.9972,3.17,0.48,8.96937943224268,6
2145,7.2,0.2,0.431019804202983,10.0,0.054000000000000006,49.0,165.0,0.997,3.4,0.42,8.669379432242682,6
2146,7.2,0.115,0.421019804202983,6.8,0.055999999999999994,26.0,105.0,0.9954,3.44,0.4,8.369379432242681,6
2149,6.8,0.24,0.46101980420298305,5.1,0.038,31.0,99.0,0.9921,3.24,0.46,10.569379432242682,6
2152,7.0,0.22,0.45101980420298304,2.1,0.052000000000000005,15.0,76.0,0.993,3.2,0.41,9.369379432242681,6
2153,7.5,0.18,0.511019804202983,1.9,0.054000000000000006,23.0,91.0,0.9941,3.27,0.45,9.069379432242682,6
2155,7.8,0.29,0.45101980420298304,8.75,0.035,33.0,181.0,0.9962,3.11,0.46,9.46937943224268,5
2156,7.9,0.28,0.44101980420298303,3.6,0.038,9.0,76.0,0.992,3.05,0.31,10.46937943224268,4
2181,7.4,0.29,0.37101980420298303,3.8,0.044000000000000004,30.0,114.0,0.992,3.11,0.4,9.769379432242681,6
2183,6.3,0.3,0.361019804202983,6.6,0.04,38.0,141.0,0.995,3.22,0.47,8.269379432242681,5
2185,7.5,0.18,0.431019804202983,11.7,0.051,24.0,94.0,0.997,3.19,0.44,8.269379432242681,7
2187,6.8,0.25,0.301019804202983,1.4,0.055999999999999994,13.0,137.0,0.9935,3.11,0.42,8.269379432242681,5
2191,9.2,0.23,0.471019804202983,10.7,0.037000000000000005,34.0,145.0,0.9981,3.09,0.32,8.46937943224268,5
2195,6.8,0.25,0.301019804202983,1.4,0.055999999999999994,13.0,137.0,0.9935,3.11,0.42,8.269379432242681,5
2196,7.0,0.22,0.38101980420298304,1.1,0.037000000000000005,20.0,71.0,0.9902,3.1,0.38,10.46937943224268,6
2197,7.3,0.18,0.411019804202983,1.0,0.036000000000000004,26.0,101.0,0.99,3.09,0.37,10.46937943224268,6
2215,8.5,0.28,0.46101980420298305,13.8,0.040999999999999995,32.0,161.0,0.9981,3.13,0.4,8.669379432242682,6
2217,8.1,0.25,0.501019804202983,3.8,0.051,18.0,129.0,0.9928,3.21,0.38,10.269379432242681,6
2220,7.0,0.22,0.44101980420298303,1.6,0.045,40.0,120.0,0.9914,2.98,0.44,9.269379432242681,6
2221,8.5,0.28,0.46101980420298305,13.8,0.040999999999999995,32.0,161.0,0.9981,3.13,0.4,8.669379432242682,6
2223,6.9,0.23,0.45101980420298304,12.8,0.055999999999999994,44.0,169.0,0.998,3.42,0.42,8.569379432242682,6
2225,7.6,0.23,0.38101980420298304,15.3,0.067,32.0,166.0,0.9986,3.03,0.44,7.969379432242681,4
2226,7.7,0.28,0.7010198042029829,12.1,0.046,60.0,177.0,0.9983,3.08,0.46,7.669379432242682,5
2227,7.7,0.27,0.731019804202983,12.0,0.046,64.0,179.0,0.9982,3.07,0.46,7.669379432242682,5
2229,6.9,0.25,0.471019804202983,9.2,0.034,42.0,150.0,0.9947,3.21,0.36,10.269379432242681,6
2231,6.9,0.25,0.471019804202983,9.2,0.034,42.0,150.0,0.9947,3.21,0.36,10.269379432242681,6
2232,8.4,0.2,0.431019804202983,2.8,0.054000000000000006,16.0,89.0,0.99416,2.96,0.45,8.269379432242681,6
2238,6.1,0.15,0.411019804202983,6.2,0.046,39.0,151.0,0.99471,3.6,0.44,9.369379432242681,6
2247,6.1,0.15,0.411019804202983,6.2,0.046,39.0,151.0,0.99471,3.6,0.44,9.369379432242681,6
2248,7.4,0.2,0.411019804202983,1.7,0.047,16.0,100.0,0.9924299999999999,3.28,0.45,9.369379432242681,6
2249,6.3,0.27,0.301019804202983,7.7,0.048,45.0,186.0,0.9962,3.23,0.47,7.7693794322426815,5
2253,6.3,0.27,0.301019804202983,7.7,0.048,45.0,186.0,0.9962,3.23,0.47,7.7693794322426815,5
2254,6.2,0.26,0.31101980420298303,3.4,0.049,47.0,172.0,0.9924,3.14,0.43,9.169379432242682,6
2255,7.3,0.21,0.331019804202983,1.6,0.046,35.0,133.0,0.99466,3.38,0.46,8.769379432242681,6
2262,8.5,0.25,0.431019804202983,2.8,0.032,11.0,61.0,0.9918899999999999,3.06,0.44,10.269379432242681,6
2263,6.9,0.3,0.331019804202983,15.7,0.055999999999999994,49.0,159.0,0.9982700000000001,3.11,0.48,7.7693794322426815,5
2265,6.9,0.3,0.331019804202983,15.7,0.055999999999999994,49.0,159.0,0.9982700000000001,3.11,0.48,7.7693794322426815,5
2268,6.3,0.2,0.421019804202983,5.9,0.034,35.0,152.0,0.9964200000000001,3.47,0.4,7.2693794322426815,6
2271,6.7,0.25,0.38101980420298304,13.5,0.06,50.0,156.0,0.99784,3.39,0.46,8.669379432242682,6
2272,6.2,0.25,0.40101980420298305,8.5,0.035,28.0,108.0,0.9948600000000001,3.4,0.42,9.169379432242682,6
2277,7.4,0.14,0.421019804202983,1.3,0.033,25.0,91.0,0.9926799999999999,3.53,0.39,9.369379432242681,6
2301,6.6,0.22,0.40101980420298305,12.05,0.057999999999999996,25.0,125.0,0.99856,3.45,0.45,8.169379432242682,5
2302,6.0,0.26,0.301019804202983,7.0,0.055,50.0,194.0,0.9959100000000001,3.21,0.43,7.7693794322426815,5
2307,6.8,0.21,0.671019804202983,14.6,0.053,34.0,159.0,0.99805,2.93,0.44,7.969379432242681,5
2310,6.8,0.21,0.671019804202983,14.6,0.053,34.0,159.0,0.99805,2.93,0.44,7.969379432242681,5
2317,7.5,0.24,0.741019804202983,10.6,0.045,51.0,153.0,0.99779,3.16,0.44,7.569379432242682,5
2318,7.5,0.26,0.7110198042029829,11.8,0.046,58.0,164.0,0.9981399999999999,3.17,0.46,7.669379432242682,4
2324,6.9,0.3,0.331019804202983,7.2,0.045,54.0,190.0,0.99595,3.22,0.48,8.169379432242682,5
2331,7.5,0.3,0.44101980420298303,1.4,0.032,31.0,161.0,0.99154,2.95,0.42,9.269379432242681,5
2346,7.7,0.28,0.751019804202983,11.1,0.039,58.0,179.0,0.9979,3.08,0.44,7.569379432242682,4
2352,6.1,0.28,0.281019804202983,1.3,0.06,36.0,126.0,0.9935299999999999,3.13,0.46,7.469379432242681,6
2353,7.0,0.18,0.38101980420298304,1.4,0.044000000000000004,46.0,89.0,0.99256,3.39,0.48,9.46937943224268,7
2354,6.5,0.21,0.40101980420298305,1.4,0.046,26.0,66.0,0.9919899999999999,3.43,0.48,9.869379432242681,6
2357,8.9,0.21,0.491019804202983,1.2,0.027999999999999997,20.0,93.0,0.99244,3.2,0.37,10.269379432242681,5
2363,6.7,0.24,0.38101980420298304,12.6,0.053,44.0,182.0,0.99802,3.42,0.42,8.46937943224268,5
2369,6.1,0.16,0.411019804202983,6.0,0.03,29.0,144.0,0.99474,3.68,0.46,9.46937943224268,6
2377,7.0,0.22,0.411019804202983,8.9,0.05,24.0,90.0,0.99556,3.29,0.46,8.569379432242682,6
2382,6.9,0.15,0.40101980420298305,4.4,0.028999999999999998,14.0,107.0,0.9934700000000001,3.24,0.46,9.169379432242682,8
2384,6.9,0.15,0.40101980420298305,4.4,0.028999999999999998,14.0,107.0,0.9934700000000001,3.24,0.46,9.169379432242682,8
2385,7.6,0.2,0.801019804202983,12.9,0.042,56.0,160.0,0.99841,3.05,0.41,7.469379432242681,5
2388,7.6,0.21,0.471019804202983,1.2,0.040999999999999995,7.0,106.0,0.9914,3.06,0.45,10.069379432242682,4
2397,6.5,0.19,0.39101980420298305,4.9,0.037000000000000005,13.0,101.0,0.9916,3.17,0.41,10.569379432242682,6
2426,7.3,0.22,0.38101980420298304,1.5,0.04,32.0,172.0,0.9919399999999999,3.27,0.48,9.96937943224268,6
2428,7.3,0.22,0.38101980420298304,1.5,0.04,32.0,172.0,0.9919399999999999,3.27,0.48,9.96937943224268,6
2430,6.4,0.28,0.291019804202983,8.3,0.042,61.0,195.0,0.99577,3.22,0.46,8.169379432242682,5
2431,6.3,0.29,0.26101980420298304,7.05,0.045,50.0,177.0,0.99564,3.23,0.42,7.7693794322426815,5
2432,6.4,0.27,0.291019804202983,8.4,0.044000000000000004,60.0,198.0,0.9957799999999999,3.21,0.47,8.169379432242682,5
2442,7.6,0.285,0.44101980420298303,14.6,0.063,32.0,201.0,0.998,3.0,0.45,7.969379432242681,5
2444,7.6,0.285,0.44101980420298303,14.6,0.063,32.0,201.0,0.998,3.0,0.45,7.969379432242681,5
2462,8.3,0.25,0.45101980420298304,2.5,0.053,12.0,72.0,0.9940399999999999,2.89,0.48,8.269379432242681,5
2464,6.0,0.26,0.271019804202983,1.2,0.053,35.0,124.0,0.9934700000000001,3.08,0.46,7.569379432242682,5
2465,7.5,0.28,0.901019804202983,12.1,0.040999999999999995,53.0,161.0,0.9983799999999999,2.98,0.44,7.469379432242681,5
2466,7.5,0.27,0.911019804202983,11.95,0.04,51.0,159.0,0.99839,2.98,0.44,7.469379432242681,5
2472,8.8,0.24,0.351019804202983,10.3,0.032,12.0,97.0,0.99571,3.13,0.4,9.46937943224268,6
2474,6.1,0.27,0.431019804202983,1.5,0.035,17.0,83.0,0.9907600000000001,3.32,0.44,9.869379432242681,7
2477,6.1,0.27,0.431019804202983,1.5,0.035,17.0,83.0,0.9907600000000001,3.32,0.44,9.869379432242681,7
2478,6.3,0.27,0.491019804202983,7.9,0.047,58.0,215.0,0.9954200000000001,3.19,0.48,8.269379432242681,6
2482,6.2,0.26,0.491019804202983,7.1,0.047,54.0,201.0,0.99523,3.19,0.48,8.269379432242681,6
2483,6.3,0.27,0.491019804202983,7.9,0.047,58.0,215.0,0.9954200000000001,3.19,0.48,8.269379432242681,6
2486,6.7,0.24,0.44101980420298303,10.3,0.079,37.0,122.0,0.9966200000000001,3.02,0.45,7.569379432242682,5
2491,6.0,0.2,0.361019804202983,5.3,0.075,49.0,201.0,0.99466,3.21,0.43,8.269379432242681,5
2495,6.3,0.18,0.341019804202983,1.5,0.043,45.0,155.0,0.9923799999999999,3.19,0.48,8.96937943224268,5
2496,8.6,0.23,0.37101980420298303,11.3,0.031,13.0,96.0,0.99645,3.11,0.4,9.569379432242682,5
2504,8.5,0.3,0.40101980420298305,3.1,0.054000000000000006,54.0,174.0,0.9954299999999999,3.21,0.43,8.169379432242682,6
2508,6.6,0.26,0.37101980420298303,11.6,0.045,45.0,178.0,0.9969100000000001,3.33,0.43,8.569379432242682,6
2510,6.2,0.28,0.571019804202983,7.5,0.045,46.0,203.0,0.9957299999999999,3.26,0.46,7.969379432242681,6
2512,5.6,0.175,0.411019804202983,0.8,0.043,20.0,67.0,0.9911200000000001,3.28,0.48,8.669379432242682,6
2522,7.3,0.17,0.361019804202983,8.1,0.121,32.0,162.0,0.99508,3.17,0.38,9.169379432242682,8
2523,8.2,0.2,0.501019804202983,3.5,0.053,41.0,174.0,0.99306,3.22,0.41,10.369379432242681,5
2525,7.3,0.17,0.361019804202983,8.1,0.121,32.0,162.0,0.99508,3.17,0.38,9.169379432242682,8
2533,6.4,0.22,0.421019804202983,11.2,0.046,53.0,149.0,0.99479,3.21,0.34,9.569379432242682,5
2534,6.8,0.23,0.421019804202983,1.7,0.043,19.0,95.0,0.9920700000000001,3.17,0.46,9.46937943224268,7
2536,6.5,0.23,0.37101980420298303,17.3,0.046,15.0,110.0,0.99828,3.15,0.42,7.969379432242681,6
2537,5.9,0.28,0.26101980420298304,8.6,0.032,30.0,142.0,0.9954200000000001,3.28,0.44,8.269379432242681,6
2538,5.9,0.28,0.26101980420298304,8.6,0.032,30.0,142.0,0.9954200000000001,3.28,0.44,8.269379432242681,6
2540,9.0,0.29,0.46101980420298305,12.1,0.03,34.0,177.0,0.9970600000000001,3.13,0.47,9.369379432242681,5
2542,8.9,0.27,0.46101980420298305,10.7,0.028999999999999998,19.5,166.0,0.99669,3.13,0.48,9.369379432242681,5
2543,6.5,0.23,0.37101980420298303,17.3,0.046,15.0,110.0,0.99828,3.15,0.42,7.969379432242681,6
2559,5.7,0.255,0.771019804202983,1.2,0.079,17.0,137.0,0.9930700000000001,3.2,0.42,8.169379432242682,5
2561,6.9,0.28,0.341019804202983,10.0,0.052000000000000005,36.0,131.0,0.9969600000000001,3.08,0.46,8.369379432242681,5
2563,5.7,0.255,0.771019804202983,1.2,0.079,17.0,137.0,0.9930700000000001,3.2,0.42,8.169379432242682,5
2567,6.6,0.24,0.40101980420298305,1.8,0.027999999999999997,39.0,132.0,0.99182,3.34,0.46,10.169379432242682,5
2570,6.6,0.24,0.40101980420298305,1.8,0.027999999999999997,39.0,132.0,0.99182,3.34,0.46,10.169379432242682,5
2572,7.0,0.14,0.40101980420298305,1.3,0.026000000000000002,10.0,56.0,0.9935200000000001,3.46,0.45,8.669379432242682,5
2575,6.7,0.17,0.541019804202983,10.4,0.038,85.0,182.0,0.9962799999999999,3.04,0.44,7.669379432242682,6
2579,6.4,0.28,0.681019804202983,1.7,0.156,49.0,106.0,0.99354,3.1,0.37,7.969379432242681,6
2587,5.1,0.14,0.37101980420298303,0.7,0.039,15.0,89.0,0.9919,3.22,0.43,7.969379432242681,6
2590,6.9,0.13,0.40101980420298305,13.3,0.05,47.0,132.0,0.99655,3.34,0.42,8.869379432242681,6
2593,6.3,0.21,0.411019804202983,11.7,0.048,49.0,147.0,0.99482,3.22,0.38,9.569379432242682,5
2607,8.9,0.26,0.45101980420298304,8.1,0.024,47.0,202.0,0.9955799999999999,3.13,0.46,9.569379432242682,6
2608,7.5,0.25,0.44101980420298303,8.2,0.024,53.0,209.0,0.9956299999999999,3.12,0.46,9.569379432242682,6
2618,6.6,0.26,0.331019804202983,2.9,0.026000000000000002,48.0,126.0,0.9908899999999999,3.22,0.38,10.069379432242682,7
2622,6.6,0.26,0.331019804202983,2.9,0.026000000000000002,48.0,126.0,0.9908899999999999,3.22,0.38,10.069379432242682,7
2625,4.5,0.19,0.331019804202983,0.95,0.033,89.0,159.0,0.9933200000000001,3.34,0.42,6.7693794322426815,5
2627,7.8,0.17,0.351019804202983,1.7,0.028999999999999998,39.0,128.0,0.99272,3.37,0.41,9.46937943224268,7
2628,7.0,0.24,0.361019804202983,9.0,0.03,42.0,219.0,0.99636,3.47,0.46,8.96937943224268,6
2631,6.7,0.28,0.40101980420298305,2.4,0.012,36.0,100.0,0.99064,3.26,0.39,10.46937943224268,7
2633,7.2,0.24,0.39101980420298305,11.4,0.034,40.0,174.0,0.9977299999999999,3.2,0.44,7.7693794322426815,5
2636,7.2,0.24,0.39101980420298305,11.4,0.034,40.0,174.0,0.9977299999999999,3.2,0.44,7.7693794322426815,5
2641,6.1,0.15,0.471019804202983,15.8,0.042,55.0,158.0,0.9964200000000001,3.24,0.37,9.369379432242681,5
2644,7.15,0.17,0.361019804202983,9.6,0.11900000000000001,56.0,178.0,0.9957799999999999,3.15,0.44,8.96937943224268,6
2645,6.7,0.12,0.421019804202983,5.2,0.048,38.0,113.0,0.9935200000000001,3.33,0.44,8.869379432242681,7
2649,7.15,0.17,0.361019804202983,9.6,0.11900000000000001,56.0,178.0,0.9957799999999999,3.15,0.44,8.96937943224268,6
2653,6.4,0.28,0.39101980420298305,11.0,0.042,45.0,148.0,0.9978600000000001,3.14,0.46,7.469379432242681,5
2663,8.0,0.13,0.37101980420298303,1.1,0.033,15.0,86.0,0.99044,2.98,0.39,9.96937943224268,8
2667,6.6,0.12,0.37101980420298303,1.4,0.039,21.0,131.0,0.9911399999999999,3.2,0.45,9.96937943224268,7
2672,7.0,0.15,0.421019804202983,13.3,0.049,46.0,120.0,0.9970399999999999,3.2,0.36,8.269379432242681,7
2679,7.6,0.18,0.40101980420298305,7.1,0.040999999999999995,29.0,110.0,0.9965200000000001,3.2,0.42,7.969379432242681,6
2684,6.6,0.21,0.411019804202983,1.8,0.026000000000000002,35.0,128.0,0.9918299999999999,3.37,0.48,9.96937943224268,6
2685,7.0,0.16,0.481019804202983,2.6,0.028999999999999998,28.0,98.0,0.99126,3.11,0.37,9.96937943224268,7
2687,6.6,0.24,0.501019804202983,8.0,0.042,56.0,187.0,0.99577,3.21,0.46,7.969379432242681,5
2689,7.6,0.18,0.40101980420298305,7.1,0.040999999999999995,29.0,110.0,0.9965200000000001,3.2,0.42,7.969379432242681,6
2691,6.2,0.28,0.39101980420298305,10.3,0.03,26.0,108.0,0.9938799999999999,3.2,0.36,9.46937943224268,6
2694,6.2,0.28,0.39101980420298305,10.3,0.03,26.0,108.0,0.9938799999999999,3.2,0.36,9.46937943224268,6
2695,5.7,0.23,0.40101980420298305,9.65,0.025,26.0,121.0,0.9925,3.28,0.38,10.069379432242682,6
2701,6.5,0.23,0.481019804202983,16.3,0.038,43.0,133.0,0.99924,3.26,0.41,7.569379432242682,5
2702,6.5,0.23,0.481019804202983,16.3,0.038,43.0,133.0,0.99924,3.26,0.41,7.569379432242682,5
2703,6.5,0.23,0.481019804202983,16.3,0.038,43.0,133.0,0.99924,3.26,0.41,7.569379432242682,5
2704,6.6,0.26,0.501019804202983,6.5,0.17,68.0,201.0,0.9956,3.19,0.38,8.169379432242682,6
2705,6.7,0.26,0.511019804202983,6.4,0.171,64.0,200.0,0.9956200000000001,3.19,0.38,8.169379432242682,6
2707,6.5,0.23,0.481019804202983,16.3,0.038,43.0,133.0,0.99924,3.26,0.41,7.569379432242682,5
2708,6.8,0.23,0.541019804202983,7.4,0.044000000000000004,56.0,189.0,0.9958,3.22,0.48,8.069379432242682,6
2711,5.6,0.2,0.341019804202983,1.3,0.049,25.0,155.0,0.9929600000000001,3.74,0.43,8.769379432242681,5
2712,6.4,0.21,0.561019804202983,7.4,0.045,47.0,182.0,0.9957,3.24,0.46,7.869379432242681,5
2713,6.8,0.23,0.541019804202983,7.4,0.044000000000000004,56.0,189.0,0.9958,3.22,0.48,8.069379432242682,6
2717,6.8,0.16,0.411019804202983,10.4,0.046,59.0,143.0,0.99518,3.2,0.4,9.569379432242682,6
2719,7.5,0.18,0.431019804202983,6.5,0.028999999999999998,53.0,160.0,0.9927600000000001,3.03,0.38,9.669379432242682,6
2724,7.5,0.18,0.431019804202983,6.5,0.028999999999999998,53.0,160.0,0.9927600000000001,3.03,0.38,9.669379432242682,6
2725,6.9,0.23,0.44101980420298303,16.4,0.045,62.0,153.0,0.9972,3.22,0.42,9.269379432242681,5
2727,6.5,0.17,0.431019804202983,1.5,0.040999999999999995,34.0,121.0,0.99092,3.06,0.46,9.269379432242681,6
2736,6.5,0.17,0.431019804202983,1.5,0.040999999999999995,34.0,121.0,0.99092,3.06,0.46,9.269379432242681,6
2737,7.4,0.2,0.40101980420298305,9.1,0.047,29.0,95.0,0.9953200000000001,3.16,0.47,8.569379432242682,7
2740,6.3,0.2,0.31101980420298303,12.3,0.048,54.0,145.0,0.9966799999999999,3.16,0.42,8.069379432242682,6
2743,6.7,0.27,0.45101980420298304,3.6,0.034,9.0,45.0,0.99144,3.08,0.4,9.269379432242681,6
2744,6.7,0.27,0.45101980420298304,3.6,0.034,9.0,45.0,0.99144,3.08,0.4,9.269379432242681,6
2754,5.9,0.17,0.40101980420298305,0.7,0.027000000000000003,5.0,28.0,0.98985,3.13,0.32,9.369379432242681,5
2757,5.6,0.12,0.38101980420298304,4.3,0.038,18.0,97.0,0.99477,3.36,0.46,7.969379432242681,5
2758,5.8,0.13,0.38101980420298304,5.1,0.039,19.0,103.0,0.9947799999999999,3.36,0.47,8.069379432242682,6
2764,7.9,0.16,0.421019804202983,7.4,0.05,58.0,152.0,0.9961200000000001,3.12,0.37,8.269379432242681,6
2765,6.4,0.27,0.411019804202983,10.8,0.027999999999999997,17.0,118.0,0.99356,3.18,0.37,9.96937943224268,6
2767,7.9,0.16,0.421019804202983,7.4,0.05,58.0,152.0,0.9961200000000001,3.12,0.37,8.269379432242681,6
2779,6.7,0.2,0.491019804202983,1.65,0.025,42.0,103.0,0.9902200000000001,3.11,0.45,10.169379432242682,5
2802,5.6,0.15,0.431019804202983,5.3,0.038,8.0,79.0,0.9923,3.3,0.39,9.269379432242681,6
2803,5.5,0.15,0.44101980420298303,14.0,0.031,16.0,99.0,0.9943700000000001,3.26,0.38,10.269379432242681,8
2805,7.3,0.2,0.38101980420298304,1.6,0.04,36.0,123.0,0.9923799999999999,3.34,0.44,9.569379432242682,6
2806,7.5,0.17,0.8310198042029829,11.8,0.038,52.0,148.0,0.9980100000000001,3.03,0.46,7.669379432242682,5
2807,7.5,0.18,0.841019804202983,9.6,0.039,53.0,151.0,0.99802,3.03,0.46,7.669379432242682,5
2818,6.0,0.11,0.591019804202983,10.6,0.052000000000000005,69.0,148.0,0.9958,2.91,0.34,8.069379432242682,4
2819,6.0,0.21,0.46101980420298305,2.0,0.042,63.0,123.0,0.9905200000000001,3.44,0.42,10.169379432242682,6
