,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
2503,8.6,0.34,0.36,-1.136028892007432,0.045,11.0,119.0,0.99556,3.17,0.47,8.169379432242682,4
2505,7.4,0.4,0.41,11.563971107992568,0.053,37.0,194.0,0.9988600000000001,3.2,0.63,8.169379432242682,6
2506,6.6,0.32,0.34,5.163971107992568,0.044000000000000004,63.0,212.0,0.99526,3.22,0.48,8.46937943224268,6
2516,7.1,0.32,0.29,1.4639711079925681,0.038,33.0,170.0,0.9946299999999999,3.27,0.64,8.96937943224268,6
2517,7.3,0.51,0.29,8.76397110799257,0.034,61.0,224.0,0.9968299999999999,3.14,0.56,8.269379432242681,6
2520,7.5,0.41,0.23,12.26397110799257,0.054000000000000006,28.0,174.0,0.99898,3.18,0.49,8.46937943224268,5
2524,7.5,0.41,0.23,12.26397110799257,0.054000000000000006,28.0,174.0,0.99898,3.18,0.49,8.46937943224268,5
2529,6.6,0.42,0.13,10.26397110799257,0.044000000000000004,26.0,158.0,0.99772,3.24,0.47,7.7693794322426815,5
2531,6.7,0.54,0.27,4.563971107992568,0.049,8.0,178.0,0.9950200000000001,3.16,0.38,8.169379432242682,4
2532,6.7,0.54,0.27,4.563971107992568,0.049,8.0,178.0,0.9950200000000001,3.16,0.38,8.169379432242682,4
2546,6.7,0.5,0.38,4.963971107992569,0.046,26.0,175.0,0.9966200000000001,3.32,0.54,8.369379432242681,5
2547,6.2,0.33,0.14,2.263971107992568,0.052000000000000005,27.0,128.0,0.99475,3.21,0.48,8.169379432242682,5
2550,6.2,0.33,0.14,2.263971107992568,0.052000000000000005,27.0,128.0,0.99475,3.21,0.48,8.169379432242682,5
2565,7.3,0.37,0.16,12.363971107992569,0.048,59.0,240.0,0.99902,3.13,0.45,7.669379432242682,5
2573,6.3,0.34,0.36,2.3639711079925685,0.035,31.0,185.0,0.9946,3.15,0.49,8.46937943224268,5
2589,7.2,0.615,0.1,-1.136028892007432,0.068,25.0,154.0,0.9949899999999999,3.2,0.48,8.46937943224268,4
2595,8.2,0.52,0.34,-1.336028892007432,0.042,18.0,167.0,0.99366,3.24,0.39,9.369379432242681,5
2619,6.6,0.35,0.35,3.463971107992568,0.063,31.0,150.0,0.9953700000000001,3.1,0.47,8.169379432242682,6
2632,6.8,0.44,0.2,13.463971107992569,0.065,61.0,186.0,0.99884,3.13,0.45,7.369379432242681,5
2643,8.1,0.33,0.22,2.6639711079925683,0.047,24.0,151.0,0.9952700000000001,3.22,0.47,9.069379432242682,5
2650,7.0,0.34,0.39,4.363971107992569,0.066,43.0,162.0,0.99561,3.11,0.53,8.269379432242681,5
2660,6.7,0.33,0.34,4.063971107992568,0.067,35.0,156.0,0.9954200000000001,3.11,0.48,8.069379432242682,6
2728,6.5,0.35,0.28,9.863971107992569,0.051,86.0,213.0,0.9962,3.16,0.51,8.669379432242682,6
2731,7.9,0.51,0.36,3.6639711079925683,0.051,30.0,173.0,0.9984,3.09,0.53,8.46937943224268,5
2732,7.9,0.51,0.34,0.06397110799256822,0.049,13.0,135.0,0.99335,3.09,0.51,8.769379432242681,5
2735,6.5,0.35,0.28,9.863971107992569,0.051,86.0,213.0,0.9962,3.16,0.51,8.669379432242682,6
2738,6.9,0.615,0.42,9.463971107992569,0.067,24.0,131.0,0.9972700000000001,3.19,0.34,8.069379432242682,5
2741,6.9,0.615,0.42,9.463971107992569,0.067,24.0,131.0,0.9972700000000001,3.19,0.34,8.069379432242682,5
2756,8.6,0.33,0.34,9.26397110799257,0.059000000000000004,42.0,240.0,0.99882,3.17,0.52,8.769379432242681,6
2770,6.4,0.44,0.44,11.863971107992569,0.048,29.0,228.0,0.99955,3.26,0.54,7.569379432242682,7
2774,7.0,0.36,0.32,7.513971107992569,0.045,37.0,131.0,0.9935200000000001,3.09,0.33,10.46937943224268,8
2775,7.0,0.36,0.32,7.513971107992569,0.045,37.0,131.0,0.9935200000000001,3.09,0.33,10.46937943224268,8
2776,7.0,0.36,0.32,7.963971107992569,0.045,35.0,135.0,0.9935,3.09,0.33,10.369379432242681,8
2788,6.9,0.4,0.42,3.6639711079925683,0.066,41.0,176.0,0.9955200000000001,3.12,0.54,8.169379432242682,5
2789,6.9,0.4,0.43,3.6639711079925683,0.065,42.0,178.0,0.9955200000000001,3.11,0.53,8.169379432242682,5
2831,6.6,0.45,0.43,4.663971107992568,0.064,31.0,186.0,0.9954,3.12,0.44,8.169379432242682,5
2892,6.7,0.42,0.46,7.163971107992568,0.054000000000000006,67.0,234.0,0.9984799999999999,3.23,0.5,7.7693794322426815,5
2897,6.7,0.42,0.46,7.163971107992568,0.054000000000000006,67.0,234.0,0.9984799999999999,3.23,0.5,7.7693794322426815,5
2902,6.2,0.36,0.14,6.363971107992569,0.036000000000000004,38.0,155.0,0.9962200000000001,3.27,0.5,8.169379432242682,5
2905,7.6,0.31,0.26,-0.8360288920074319,0.073,40.0,157.0,0.9938,3.1,0.46,8.569379432242682,5
2910,6.1,0.37,0.2,5.063971107992568,0.031,49.0,170.0,0.9955799999999999,3.22,0.48,8.269379432242681,5
2911,6.2,0.36,0.14,6.363971107992569,0.036000000000000004,38.0,155.0,0.9962200000000001,3.27,0.5,8.169379432242682,5
3027,7.4,0.32,0.22,9.163971107992568,0.035,44.0,150.0,0.9957799999999999,3.1,0.45,9.169379432242682,5
3037,6.3,0.33,0.42,14.663971107992568,0.037000000000000005,57.0,170.0,0.99884,3.26,0.57,8.169379432242682,6
3041,6.2,0.33,0.41,14.26397110799257,0.037000000000000005,58.0,173.0,0.99882,3.25,0.57,8.169379432242682,6
3042,6.3,0.33,0.42,14.663971107992568,0.037000000000000005,57.0,170.0,0.99884,3.26,0.57,8.169379432242682,6
3131,6.3,0.35,0.26,15.06397110799257,0.061,59.0,198.0,0.99918,3.11,0.49,7.569379432242682,5
3135,6.6,0.39,0.39,9.363971107992569,0.057,51.0,221.0,0.99851,3.26,0.51,7.669379432242682,6
3140,6.6,0.39,0.39,9.363971107992569,0.057,51.0,221.0,0.99851,3.26,0.51,7.669379432242682,6
3147,7.2,0.32,0.4,6.163971107992568,0.038,45.0,154.0,0.9956799999999999,3.2,0.47,9.169379432242682,6
3149,7.2,0.32,0.4,6.163971107992568,0.038,45.0,154.0,0.9956799999999999,3.2,0.47,9.169379432242682,6
3210,5.8,0.33,0.23,2.463971107992568,0.053,29.0,106.0,0.9945799999999999,3.13,0.52,7.7693794322426815,5
3217,5.8,0.33,0.23,2.463971107992568,0.053,29.0,106.0,0.9945799999999999,3.13,0.52,7.7693794322426815,5
3269,6.6,0.38,0.36,6.663971107992568,0.061,42.0,214.0,0.9976,3.31,0.56,8.169379432242682,5
3278,6.6,0.38,0.36,6.663971107992568,0.061,42.0,214.0,0.9976,3.31,0.56,8.169379432242682,5
3308,6.4,0.35,0.28,10.063971107992568,0.039,19.0,124.0,0.99539,3.2,0.43,9.369379432242681,6
3314,6.6,0.435,0.38,6.663971107992568,0.057999999999999996,66.0,243.0,0.9983299999999999,3.23,0.54,7.869379432242681,6
3400,7.7,0.46,0.18,0.763971107992568,0.054000000000000006,18.0,143.0,0.99392,3.12,0.51,9.569379432242682,6
3402,7.7,0.46,0.18,0.763971107992568,0.054000000000000006,18.0,143.0,0.99392,3.12,0.51,9.569379432242682,6
3408,7.1,0.32,0.3,7.363971107992569,0.040999999999999995,63.0,192.0,0.9964200000000001,3.12,0.49,8.96937943224268,6
3416,7.2,0.37,0.4,9.063971107992568,0.032,34.0,214.0,0.9963,3.1,0.51,8.569379432242682,6
3418,7.2,0.37,0.4,9.063971107992568,0.032,34.0,214.0,0.9963,3.1,0.51,8.569379432242682,6
3437,6.7,0.4,0.22,6.263971107992569,0.052000000000000005,24.0,113.0,0.9957600000000001,3.22,0.45,8.169379432242682,5
3439,6.7,0.4,0.22,6.263971107992569,0.052000000000000005,24.0,113.0,0.9957600000000001,3.22,0.45,8.169379432242682,5
3446,7.3,0.34,0.3,6.863971107992569,0.057,34.0,178.0,0.99554,3.15,0.44,9.169379432242682,6
3475,6.2,0.36,0.45,7.863971107992569,0.06,22.0,184.0,0.99711,3.31,0.56,8.569379432242682,6
3478,6.2,0.36,0.45,7.863971107992569,0.06,22.0,184.0,0.99711,3.31,0.56,8.569379432242682,6
3522,6.6,0.32,0.41,4.663971107992568,0.048,55.0,178.0,0.9953700000000001,3.2,0.46,8.169379432242682,5
3530,7.2,0.31,0.35,4.663971107992568,0.046,45.0,178.0,0.9955,3.14,0.53,8.46937943224268,5
3534,7.2,0.31,0.35,4.663971107992568,0.046,45.0,178.0,0.9955,3.14,0.53,8.46937943224268,5
3599,6.6,0.39,0.38,7.163971107992568,0.053,49.0,226.0,0.99787,3.3,0.57,8.169379432242682,6
3606,6.4,0.38,0.24,4.663971107992568,0.047,41.0,151.0,0.9960399999999999,3.11,0.6,7.969379432242681,5
3614,6.4,0.38,0.24,4.663971107992568,0.047,41.0,151.0,0.9960399999999999,3.11,0.6,7.969379432242681,5
3627,6.4,0.37,0.2,3.0639711079925678,0.11699999999999999,61.0,183.0,0.99459,3.24,0.43,8.269379432242681,5
3628,6.4,0.38,0.2,2.763971107992568,0.11699999999999999,57.0,181.0,0.99459,3.24,0.43,8.269379432242681,6
3629,6.4,0.36,0.2,3.1639711079925683,0.11800000000000001,61.0,172.0,0.9946,3.24,0.43,8.269379432242681,6
3651,6.3,0.32,0.17,15.213971107992569,0.06,51.0,190.0,0.99916,3.13,0.48,7.569379432242682,6
3653,6.3,0.32,0.17,15.213971107992569,0.06,51.0,190.0,0.99916,3.13,0.48,7.569379432242682,6
3674,6.6,0.34,0.2,-1.5360288920074319,0.053,26.0,112.0,0.99336,3.32,0.55,7.869379432242681,5
3722,7.7,0.31,0.23,-0.5360288920074319,0.069,29.0,134.0,0.99382,3.11,0.62,8.569379432242682,5
3774,6.7,0.42,0.39,9.563971107992568,0.04,61.0,248.0,0.9979399999999999,3.31,0.58,8.46937943224268,5
3780,6.7,0.42,0.39,9.563971107992568,0.04,61.0,248.0,0.9979399999999999,3.31,0.58,8.46937943224268,5
3787,6.4,0.34,0.44,5.663971107992568,0.043,54.0,201.0,0.99551,3.18,0.48,8.269379432242681,5
3793,6.3,0.32,0.26,9.463971107992569,0.049,63.0,170.0,0.9961,3.14,0.55,8.669379432242682,6
3814,7.4,0.34,0.28,9.563971107992568,0.049,31.0,149.0,0.99677,3.22,0.49,9.069379432242682,5
3816,6.8,0.41,0.3,6.263971107992569,0.045,28.0,131.0,0.9953,3.12,0.59,8.669379432242682,5
3834,6.5,0.41,0.22,2.263971107992568,0.052000000000000005,49.0,142.0,0.9946,3.14,0.62,7.969379432242681,5
3835,6.2,0.31,0.23,0.763971107992568,0.052000000000000005,34.0,113.0,0.99429,3.16,0.48,7.169379432242682,5
3838,6.5,0.41,0.22,2.263971107992568,0.052000000000000005,49.0,142.0,0.9946,3.14,0.62,7.969379432242681,5
3839,6.2,0.31,0.23,0.763971107992568,0.052000000000000005,34.0,113.0,0.99429,3.16,0.48,7.169379432242682,5
3845,6.4,0.32,0.23,13.663971107992568,0.055,36.0,176.0,0.9986,3.26,0.54,7.869379432242681,5
3847,6.4,0.32,0.23,13.663971107992568,0.055,36.0,176.0,0.9986,3.26,0.54,7.869379432242681,5
3849,8.2,0.31,0.43,4.463971107992569,0.047,18.0,87.0,0.9962799999999999,3.23,0.64,9.369379432242681,5
3878,6.5,0.35,0.31,7.663971107992568,0.069,58.0,170.0,0.99692,3.18,0.49,8.169379432242682,5
3921,7.3,0.36,0.34,12.26397110799257,0.057,46.0,173.0,0.99751,3.14,0.57,8.96937943224268,5
3928,6.6,0.32,0.47,13.063971107992568,0.063,27.0,173.0,0.99872,3.18,0.56,7.7693794322426815,5
3929,6.6,0.32,0.47,13.063971107992568,0.063,27.0,173.0,0.99872,3.18,0.56,7.7693794322426815,5
3937,6.5,0.36,0.36,4.163971107992568,0.185,51.5,151.0,0.9952799999999999,3.17,0.42,8.069379432242682,5
3940,6.9,0.4,0.37,6.363971107992569,0.053,36.0,148.0,0.996,3.16,0.5,8.069379432242682,5
3949,6.9,0.4,0.37,6.363971107992569,0.053,36.0,148.0,0.996,3.16,0.5,8.069379432242682,5
3951,6.3,0.33,0.2,15.363971107992567,0.066,36.0,161.0,0.9991,3.14,0.51,7.569379432242682,5
3954,6.3,0.33,0.2,15.363971107992567,0.066,36.0,161.0,0.9991,3.14,0.51,7.569379432242682,5
3960,6.6,0.43,0.24,9.363971107992569,0.04,54.0,159.0,0.9962200000000001,3.14,0.54,8.569379432242682,6
4015,6.2,0.32,0.12,2.263971107992568,0.054000000000000006,6.0,97.0,0.99424,3.16,0.5,8.069379432242682,5
4016,7.2,0.4,0.24,5.963971107992569,0.055,45.0,151.0,0.99626,3.2,0.52,7.969379432242681,5
4019,6.2,0.32,0.12,2.263971107992568,0.054000000000000006,6.0,97.0,0.99424,3.16,0.5,8.069379432242682,5
4022,7.2,0.4,0.24,5.963971107992569,0.055,45.0,151.0,0.99626,3.2,0.52,7.969379432242681,5
4056,6.5,0.43,0.18,10.613971107992569,0.032,25.0,131.0,0.99565,3.23,0.51,9.46937943224268,5
4060,6.4,0.41,0.01,3.5639711079925678,0.048,20.0,70.0,0.9936200000000001,3.19,0.42,8.769379432242681,5
4061,6.4,0.41,0.01,3.5639711079925678,0.048,20.0,70.0,0.9936200000000001,3.19,0.42,8.769379432242681,5
4067,6.9,0.38,0.28,5.763971107992569,0.062,22.0,166.0,0.9950600000000001,3.16,0.72,9.369379432242681,5
4073,6.5,0.36,0.16,-1.2360288920074318,0.054000000000000006,11.0,107.0,0.99398,3.19,0.39,7.2693794322426815,5
4074,6.6,0.35,0.19,7.963971107992569,0.06,15.0,82.0,0.9958799999999999,3.13,0.38,8.669379432242682,4
4076,7.4,0.37,0.26,7.063971107992568,0.05,33.0,134.0,0.99608,3.13,0.46,9.169379432242682,5
4101,6.9,0.37,0.23,6.963971107992569,0.057,54.0,166.0,0.9956799999999999,3.23,0.42,8.769379432242681,5
4102,6.9,0.37,0.23,6.963971107992569,0.057,54.0,166.0,0.9956799999999999,3.23,0.42,8.769379432242681,5
4116,6.2,0.35,0.2,15.56397110799257,0.069,33.0,158.0,0.99908,3.15,0.5,7.569379432242682,6
4117,6.2,0.35,0.2,15.56397110799257,0.069,33.0,158.0,0.99908,3.15,0.5,7.569379432242682,6
4122,6.2,0.34,0.25,9.563971107992568,0.059000000000000004,33.0,171.0,0.99769,3.14,0.56,7.469379432242681,6
4127,6.7,0.31,0.34,4.2639711079925675,0.059000000000000004,51.0,215.0,0.9953799999999999,3.33,0.56,9.069379432242682,5
4128,6.6,0.33,0.32,13.063971107992568,0.054000000000000006,62.0,227.0,0.99734,3.25,0.56,9.169379432242682,5
4131,7.4,0.31,0.26,6.063971107992568,0.048,47.0,206.0,0.9964,3.26,0.36,7.869379432242681,5
4132,7.4,0.31,0.26,6.063971107992568,0.048,47.0,206.0,0.9964,3.26,0.36,7.869379432242681,5
4137,7.4,0.31,0.26,6.063971107992568,0.048,47.0,206.0,0.9964,3.26,0.36,7.869379432242681,5
4154,6.2,0.32,0.5,3.963971107992568,0.048,61.0,186.0,0.9948,3.19,0.45,8.369379432242681,5
4156,6.3,0.34,0.52,3.763971107992568,0.047,63.0,186.0,0.9948100000000001,3.18,0.44,8.369379432242681,5
4180,6.5,0.31,0.61,10.463971107992569,0.053,31.0,123.0,0.99708,3.09,0.5,8.069379432242682,6
4182,7.5,0.38,0.56,7.163971107992568,0.055,15.0,170.0,0.99605,3.13,0.65,8.669379432242682,6
4206,5.9,0.32,0.2,11.863971107992569,0.05,29.0,144.0,0.99666,3.24,0.41,9.069379432242682,6
4212,6.6,0.31,0.37,3.6639711079925683,0.052000000000000005,13.0,164.0,0.9960200000000001,3.24,0.39,7.569379432242682,4
4225,6.2,0.345,0.27,7.563971107992568,0.055999999999999994,38.0,187.0,0.9948600000000001,3.31,0.56,9.369379432242681,5
4255,6.0,0.33,0.26,2.5639711079925678,0.051,16.0,119.0,0.99416,3.15,0.41,7.969379432242681,5
4256,6.0,0.33,0.26,2.5639711079925678,0.051,16.0,119.0,0.99416,3.15,0.41,7.969379432242681,5
4269,7.1,0.46,0.23,11.163971107992568,0.045,44.0,192.0,0.9981,3.11,0.53,8.169379432242682,5
4316,7.2,0.585,0.2,7.863971107992569,0.086,17.0,94.0,0.9968100000000001,3.13,0.4,8.169379432242682,5
4326,7.4,0.38,0.34,5.763971107992569,0.052000000000000005,44.0,168.0,0.9962700000000001,3.11,0.52,7.969379432242681,5
4328,6.4,0.42,0.19,6.763971107992569,0.043,28.0,145.0,0.9943299999999999,3.23,0.53,9.749379432242682,5
4331,7.4,0.38,0.34,5.763971107992569,0.052000000000000005,44.0,168.0,0.9962700000000001,3.11,0.52,7.969379432242681,5
4359,7.2,0.34,0.2,3.263971107992568,0.062,52.0,203.0,0.99461,3.17,0.44,8.569379432242682,6
4363,7.1,0.31,0.25,8.663971107992568,0.048,32.0,136.0,0.9966299999999999,3.14,0.4,8.269379432242681,5
4367,7.1,0.31,0.25,8.663971107992568,0.048,32.0,136.0,0.9966299999999999,3.14,0.4,8.269379432242681,5
4380,5.7,0.31,0.29,4.7639711079925675,0.05,33.0,143.0,0.9933200000000001,3.31,0.5,9.83604609890938,6
4427,6.3,0.32,0.26,9.76397110799257,0.044000000000000004,24.0,205.0,0.99611,3.11,0.58,8.669379432242682,5
4433,6.9,0.56,0.26,8.363971107992569,0.06,55.0,193.0,0.9969,3.21,0.44,8.169379432242682,5
4439,7.2,0.47,0.16,3.3639711079925685,0.048,14.0,125.0,0.9942799999999999,3.09,0.49,8.569379432242682,5
4443,7.2,0.47,0.16,3.3639711079925685,0.048,14.0,125.0,0.9942799999999999,3.09,0.49,8.569379432242682,5
4473,7.1,0.36,0.2,-0.9360288920074318,0.271,24.0,140.0,0.99356,3.11,0.63,8.569379432242682,5
4477,6.4,0.32,0.26,5.363971107992569,0.05,53.0,180.0,0.9951399999999999,3.14,0.5,8.369379432242681,5
4478,6.4,0.32,0.26,5.363971107992569,0.05,53.0,180.0,0.9951399999999999,3.14,0.5,8.369379432242681,5
4479,6.0,0.555,0.26,1.9639711079925681,0.053,17.0,126.0,0.9943,3.24,0.46,7.869379432242681,5
4481,6.4,0.32,0.26,5.363971107992569,0.05,53.0,180.0,0.9951399999999999,3.14,0.5,8.369379432242681,5
4484,5.8,0.555,0.26,1.9639711079925681,0.053,17.0,126.0,0.9943,3.24,0.46,7.869379432242681,5
4514,6.1,0.4,0.18,6.463971107992569,0.051,28.5,259.0,0.9964,3.19,0.5,7.569379432242682,5
4520,5.8,0.31,0.31,4.963971107992569,0.052000000000000005,55.0,230.0,0.9949,3.19,0.46,8.569379432242682,5
