,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
2146,7.2,0.115,0.3,6.8,0.055999999999999994,26.0,105.0,0.9968954534584684,3.44,0.4,8.369379432242681,6
2149,6.8,0.24,0.34,5.1,0.038,31.0,99.0,0.9935954534584684,3.24,0.46,10.569379432242682,6
2152,7.0,0.22,0.33,2.1,0.052000000000000005,15.0,76.0,0.9944954534584685,3.2,0.41,9.369379432242681,6
2153,7.5,0.18,0.39,1.9,0.054000000000000006,23.0,91.0,0.9955954534584684,3.27,0.45,9.069379432242682,6
2155,7.8,0.29,0.33,8.75,0.035,33.0,181.0,0.9976954534584684,3.11,0.46,9.46937943224268,5
2156,7.9,0.28,0.32,3.6,0.038,9.0,76.0,0.9934954534584685,3.05,0.31,10.46937943224268,4
2181,7.4,0.29,0.25,3.8,0.044000000000000004,30.0,114.0,0.9934954534584685,3.11,0.4,9.769379432242681,6
2185,7.5,0.18,0.31,11.7,0.051,24.0,94.0,0.9984954534584685,3.19,0.44,8.269379432242681,7
2191,9.2,0.23,0.35,10.7,0.037000000000000005,34.0,145.0,0.9995954534584685,3.09,0.32,8.46937943224268,5
2196,7.0,0.22,0.26,1.1,0.037000000000000005,20.0,71.0,0.9916954534584684,3.1,0.38,10.46937943224268,6
2197,7.3,0.18,0.29,1.0,0.036000000000000004,26.0,101.0,0.9914954534584685,3.09,0.37,10.46937943224268,6
2217,8.1,0.25,0.38,3.8,0.051,18.0,129.0,0.9942954534584685,3.21,0.38,10.269379432242681,6
2220,7.0,0.22,0.32,1.6,0.045,40.0,120.0,0.9928954534584684,2.98,0.44,9.269379432242681,6
2223,6.9,0.23,0.33,12.8,0.055999999999999994,44.0,169.0,0.9994954534584685,3.42,0.42,8.569379432242682,6
2226,7.7,0.28,0.58,12.1,0.046,60.0,177.0,0.9997954534584684,3.08,0.46,7.669379432242682,5
2227,7.7,0.27,0.61,12.0,0.046,64.0,179.0,0.9996954534584684,3.07,0.46,7.669379432242682,5
2229,6.9,0.25,0.35,9.2,0.034,42.0,150.0,0.9961954534584685,3.21,0.36,10.269379432242681,6
2231,6.9,0.25,0.35,9.2,0.034,42.0,150.0,0.9961954534584685,3.21,0.36,10.269379432242681,6
2232,8.4,0.2,0.31,2.8,0.054000000000000006,16.0,89.0,0.9956554534584685,2.96,0.45,8.269379432242681,6
2238,6.1,0.15,0.29,6.2,0.046,39.0,151.0,0.9962054534584684,3.6,0.44,9.369379432242681,6
2247,6.1,0.15,0.29,6.2,0.046,39.0,151.0,0.9962054534584684,3.6,0.44,9.369379432242681,6
2248,7.4,0.2,0.29,1.7,0.047,16.0,100.0,0.9939254534584684,3.28,0.45,9.369379432242681,6
2262,8.5,0.25,0.31,2.8,0.032,11.0,61.0,0.9933854534584684,3.06,0.44,10.269379432242681,6
2268,6.3,0.2,0.3,5.9,0.034,35.0,152.0,0.9979154534584685,3.47,0.4,7.2693794322426815,6
2272,6.2,0.25,0.28,8.5,0.035,28.0,108.0,0.9963554534584685,3.4,0.42,9.169379432242682,6
2277,7.4,0.14,0.3,1.3,0.033,25.0,91.0,0.9941754534584684,3.53,0.39,9.369379432242681,6
2301,6.6,0.22,0.28,12.05,0.057999999999999996,25.0,125.0,1.0000554534584685,3.45,0.45,8.169379432242682,5
2317,7.5,0.24,0.62,10.6,0.045,51.0,153.0,0.9992854534584684,3.16,0.44,7.569379432242682,5
2318,7.5,0.26,0.59,11.8,0.046,58.0,164.0,0.9996354534584684,3.17,0.46,7.669379432242682,4
2331,7.5,0.3,0.32,1.4,0.032,31.0,161.0,0.9930354534584684,2.95,0.42,9.269379432242681,5
2346,7.7,0.28,0.63,11.1,0.039,58.0,179.0,0.9993954534584685,3.08,0.44,7.569379432242682,4
2353,7.0,0.18,0.26,1.4,0.044000000000000004,46.0,89.0,0.9940554534584685,3.39,0.48,9.46937943224268,7
2354,6.5,0.21,0.28,1.4,0.046,26.0,66.0,0.9934854534584684,3.43,0.48,9.869379432242681,6
2357,8.9,0.21,0.37,1.2,0.027999999999999997,20.0,93.0,0.9939354534584685,3.2,0.37,10.269379432242681,5
2363,6.7,0.24,0.26,12.6,0.053,44.0,182.0,0.9995154534584685,3.42,0.42,8.46937943224268,5
2369,6.1,0.16,0.29,6.0,0.03,29.0,144.0,0.9962354534584684,3.68,0.46,9.46937943224268,6
2377,7.0,0.22,0.29,8.9,0.05,24.0,90.0,0.9970554534584685,3.29,0.46,8.569379432242682,6
2382,6.9,0.15,0.28,4.4,0.028999999999999998,14.0,107.0,0.9949654534584685,3.24,0.46,9.169379432242682,8
2384,6.9,0.15,0.28,4.4,0.028999999999999998,14.0,107.0,0.9949654534584685,3.24,0.46,9.169379432242682,8
2385,7.6,0.2,0.68,12.9,0.042,56.0,160.0,0.9999054534584685,3.05,0.41,7.469379432242681,5
2388,7.6,0.21,0.35,1.2,0.040999999999999995,7.0,106.0,0.9928954534584684,3.06,0.45,10.069379432242682,4
2397,6.5,0.19,0.27,4.9,0.037000000000000005,13.0,101.0,0.9930954534584685,3.17,0.41,10.569379432242682,6
2426,7.3,0.22,0.26,1.5,0.04,32.0,172.0,0.9934354534584684,3.27,0.48,9.96937943224268,6
2428,7.3,0.22,0.26,1.5,0.04,32.0,172.0,0.9934354534584684,3.27,0.48,9.96937943224268,6
2462,8.3,0.25,0.33,2.5,0.053,12.0,72.0,0.9955354534584684,2.89,0.48,8.269379432242681,5
2465,7.5,0.28,0.78,12.1,0.040999999999999995,53.0,161.0,0.9998754534584684,2.98,0.44,7.469379432242681,5
2466,7.5,0.27,0.79,11.95,0.04,51.0,159.0,0.9998854534584685,2.98,0.44,7.469379432242681,5
2474,6.1,0.27,0.31,1.5,0.035,17.0,83.0,0.9922554534584686,3.32,0.44,9.869379432242681,7
2477,6.1,0.27,0.31,1.5,0.035,17.0,83.0,0.9922554534584686,3.32,0.44,9.869379432242681,7
2478,6.3,0.27,0.37,7.9,0.047,58.0,215.0,0.9969154534584685,3.19,0.48,8.269379432242681,6
2482,6.2,0.26,0.37,7.1,0.047,54.0,201.0,0.9967254534584684,3.19,0.48,8.269379432242681,6
2483,6.3,0.27,0.37,7.9,0.047,58.0,215.0,0.9969154534584685,3.19,0.48,8.269379432242681,6
2486,6.7,0.24,0.32,10.3,0.079,37.0,122.0,0.9981154534584685,3.02,0.45,7.569379432242682,5
2496,8.6,0.23,0.25,11.3,0.031,13.0,96.0,0.9979454534584684,3.11,0.4,9.569379432242682,5
2504,8.5,0.3,0.28,3.1,0.054000000000000006,54.0,174.0,0.9969254534584684,3.21,0.43,8.169379432242682,6
2508,6.6,0.26,0.25,11.6,0.045,45.0,178.0,0.9984054534584685,3.33,0.43,8.569379432242682,6
2510,6.2,0.28,0.45,7.5,0.045,46.0,203.0,0.9972254534584684,3.26,0.46,7.969379432242681,6
2512,5.6,0.175,0.29,0.8,0.043,20.0,67.0,0.9926154534584686,3.28,0.48,8.669379432242682,6
2523,8.2,0.2,0.38,3.5,0.053,41.0,174.0,0.9945554534584685,3.22,0.41,10.369379432242681,5
2533,6.4,0.22,0.3,11.2,0.046,53.0,149.0,0.9962854534584684,3.21,0.34,9.569379432242682,5
2534,6.8,0.23,0.3,1.7,0.043,19.0,95.0,0.9935654534584686,3.17,0.46,9.46937943224268,7
2540,9.0,0.29,0.34,12.1,0.03,34.0,177.0,0.9985554534584685,3.13,0.47,9.369379432242681,5
2542,8.9,0.27,0.34,10.7,0.028999999999999998,19.5,166.0,0.9981854534584684,3.13,0.48,9.369379432242681,5
2559,5.7,0.255,0.65,1.2,0.079,17.0,137.0,0.9945654534584686,3.2,0.42,8.169379432242682,5
2563,5.7,0.255,0.65,1.2,0.079,17.0,137.0,0.9945654534584686,3.2,0.42,8.169379432242682,5
2567,6.6,0.24,0.28,1.8,0.027999999999999997,39.0,132.0,0.9933154534584685,3.34,0.46,10.169379432242682,5
2570,6.6,0.24,0.28,1.8,0.027999999999999997,39.0,132.0,0.9933154534584685,3.34,0.46,10.169379432242682,5
2572,7.0,0.14,0.28,1.3,0.026000000000000002,10.0,56.0,0.9950154534584685,3.46,0.45,8.669379432242682,5
2575,6.7,0.17,0.42,10.4,0.038,85.0,182.0,0.9977754534584684,3.04,0.44,7.669379432242682,6
2579,6.4,0.28,0.56,1.7,0.156,49.0,106.0,0.9950354534584684,3.1,0.37,7.969379432242681,6
2587,5.1,0.14,0.25,0.7,0.039,15.0,89.0,0.9933954534584685,3.22,0.43,7.969379432242681,6
2590,6.9,0.13,0.28,13.3,0.05,47.0,132.0,0.9980454534584685,3.34,0.42,8.869379432242681,6
2593,6.3,0.21,0.29,11.7,0.048,49.0,147.0,0.9963154534584685,3.22,0.38,9.569379432242682,5
2607,8.9,0.26,0.33,8.1,0.024,47.0,202.0,0.9970754534584684,3.13,0.46,9.569379432242682,6
2608,7.5,0.25,0.32,8.2,0.024,53.0,209.0,0.9971254534584684,3.12,0.46,9.569379432242682,6
2631,6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.9921354534584684,3.26,0.39,10.46937943224268,7
2633,7.2,0.24,0.27,11.4,0.034,40.0,174.0,0.9992254534584684,3.2,0.44,7.7693794322426815,5
2636,7.2,0.24,0.27,11.4,0.034,40.0,174.0,0.9992254534584684,3.2,0.44,7.7693794322426815,5
2645,6.7,0.12,0.3,5.2,0.048,38.0,113.0,0.9950154534584685,3.33,0.44,8.869379432242681,7
2653,6.4,0.28,0.27,11.0,0.042,45.0,148.0,0.9993554534584685,3.14,0.46,7.469379432242681,5
2663,8.0,0.13,0.25,1.1,0.033,15.0,86.0,0.9919354534584685,2.98,0.39,9.96937943224268,8
2667,6.6,0.12,0.25,1.4,0.039,21.0,131.0,0.9926354534584684,3.2,0.45,9.96937943224268,7
2672,7.0,0.15,0.3,13.3,0.049,46.0,120.0,0.9985354534584684,3.2,0.36,8.269379432242681,7
2679,7.6,0.18,0.28,7.1,0.040999999999999995,29.0,110.0,0.9980154534584685,3.2,0.42,7.969379432242681,6
2684,6.6,0.21,0.29,1.8,0.026000000000000002,35.0,128.0,0.9933254534584683,3.37,0.48,9.96937943224268,6
2685,7.0,0.16,0.36,2.6,0.028999999999999998,28.0,98.0,0.9927554534584685,3.11,0.37,9.96937943224268,7
2687,6.6,0.24,0.38,8.0,0.042,56.0,187.0,0.9972654534584685,3.21,0.46,7.969379432242681,5
2689,7.6,0.18,0.28,7.1,0.040999999999999995,29.0,110.0,0.9980154534584685,3.2,0.42,7.969379432242681,6
2691,6.2,0.28,0.27,10.3,0.03,26.0,108.0,0.9953754534584683,3.2,0.36,9.46937943224268,6
2694,6.2,0.28,0.27,10.3,0.03,26.0,108.0,0.9953754534584683,3.2,0.36,9.46937943224268,6
2695,5.7,0.23,0.28,9.65,0.025,26.0,121.0,0.9939954534584685,3.28,0.38,10.069379432242682,6
2704,6.6,0.26,0.38,6.5,0.17,68.0,201.0,0.9970954534584685,3.19,0.38,8.169379432242682,6
2705,6.7,0.26,0.39,6.4,0.171,64.0,200.0,0.9971154534584685,3.19,0.38,8.169379432242682,6
2708,6.8,0.23,0.42,7.4,0.044000000000000004,56.0,189.0,0.9972954534584685,3.22,0.48,8.069379432242682,6
2712,6.4,0.21,0.44,7.4,0.045,47.0,182.0,0.9971954534584685,3.24,0.46,7.869379432242681,5
2713,6.8,0.23,0.42,7.4,0.044000000000000004,56.0,189.0,0.9972954534584685,3.22,0.48,8.069379432242682,6
2717,6.8,0.16,0.29,10.4,0.046,59.0,143.0,0.9966754534584684,3.2,0.4,9.569379432242682,6
2719,7.5,0.18,0.31,6.5,0.028999999999999998,53.0,160.0,0.9942554534584686,3.03,0.38,9.669379432242682,6
2724,7.5,0.18,0.31,6.5,0.028999999999999998,53.0,160.0,0.9942554534584686,3.03,0.38,9.669379432242682,6
2727,6.5,0.17,0.31,1.5,0.040999999999999995,34.0,121.0,0.9924154534584685,3.06,0.46,9.269379432242681,6
2736,6.5,0.17,0.31,1.5,0.040999999999999995,34.0,121.0,0.9924154534584685,3.06,0.46,9.269379432242681,6
2737,7.4,0.2,0.28,9.1,0.047,29.0,95.0,0.9968154534584686,3.16,0.47,8.569379432242682,7
2743,6.7,0.27,0.33,3.6,0.034,9.0,45.0,0.9929354534584685,3.08,0.4,9.269379432242681,6
2744,6.7,0.27,0.33,3.6,0.034,9.0,45.0,0.9929354534584685,3.08,0.4,9.269379432242681,6
2754,5.9,0.17,0.28,0.7,0.027000000000000003,5.0,28.0,0.9913454534584685,3.13,0.32,9.369379432242681,5
2757,5.6,0.12,0.26,4.3,0.038,18.0,97.0,0.9962654534584685,3.36,0.46,7.969379432242681,5
2758,5.8,0.13,0.26,5.1,0.039,19.0,103.0,0.9962754534584684,3.36,0.47,8.069379432242682,6
2764,7.9,0.16,0.3,7.4,0.05,58.0,152.0,0.9976154534584686,3.12,0.37,8.269379432242681,6
2765,6.4,0.27,0.29,10.8,0.027999999999999997,17.0,118.0,0.9950554534584685,3.18,0.37,9.96937943224268,6
2767,7.9,0.16,0.3,7.4,0.05,58.0,152.0,0.9976154534584686,3.12,0.37,8.269379432242681,6
2779,6.7,0.2,0.37,1.65,0.025,42.0,103.0,0.9917154534584686,3.11,0.45,10.169379432242682,5
2802,5.6,0.15,0.31,5.3,0.038,8.0,79.0,0.9937954534584684,3.3,0.39,9.269379432242681,6
2805,7.3,0.2,0.26,1.6,0.04,36.0,123.0,0.9938754534584684,3.34,0.44,9.569379432242682,6
2806,7.5,0.17,0.71,11.8,0.038,52.0,148.0,0.9995054534584685,3.03,0.46,7.669379432242682,5
2807,7.5,0.18,0.72,9.6,0.039,53.0,151.0,0.9995154534584685,3.03,0.46,7.669379432242682,5
2818,6.0,0.11,0.47,10.6,0.052000000000000005,69.0,148.0,0.9972954534584685,2.91,0.34,8.069379432242682,4
2819,6.0,0.21,0.34,2.0,0.042,63.0,123.0,0.9920154534584685,3.44,0.42,10.169379432242682,6
2826,6.5,0.22,0.45,8.0,0.053,52.0,196.0,0.9973954534584685,3.23,0.48,7.869379432242681,6
2827,6.4,0.14,0.31,1.2,0.034,53.0,138.0,0.9923354534584684,3.38,0.35,10.269379432242681,7
2828,6.4,0.14,0.31,1.2,0.034,53.0,138.0,0.9923354534584684,3.38,0.35,10.269379432242681,7
2830,6.6,0.22,0.34,11.6,0.05,59.0,140.0,0.9967554534584685,3.22,0.4,9.569379432242682,5
2834,6.2,0.15,0.27,1.4,0.040999999999999995,51.0,117.0,0.9923954534584685,3.28,0.38,9.96937943224268,6
2836,6.5,0.22,0.45,8.0,0.053,52.0,196.0,0.9973954534584685,3.23,0.48,7.869379432242681,6
2839,5.8,0.22,0.29,0.9,0.034,34.0,89.0,0.9908554534584685,3.14,0.36,9.869379432242681,7
2842,5.9,0.2,0.4,1.3,0.047,23.0,92.0,0.9938154534584686,3.2,0.45,8.769379432242681,6
2843,5.9,0.22,0.38,1.3,0.046,24.0,90.0,0.9938154534584686,3.2,0.47,8.769379432242681,6
2844,8.0,0.22,0.31,5.6,0.049,24.0,97.0,0.9944954534584685,3.1,0.42,9.669379432242682,5
2847,5.8,0.2,0.34,1.0,0.035,40.0,86.0,0.9914254534584684,3.5,0.42,10.46937943224268,5
2854,6.4,0.21,0.28,5.9,0.047,29.0,101.0,0.9942754534584684,3.15,0.4,9.769379432242681,6
2861,6.4,0.21,0.28,5.9,0.047,29.0,101.0,0.9942754534584684,3.15,0.4,9.769379432242681,6
2877,6.5,0.15,0.55,5.9,0.045,75.0,162.0,0.9963154534584685,2.97,0.4,8.069379432242682,5
2881,7.2,0.21,0.28,2.7,0.033,38.0,94.0,0.9922454534584685,2.99,0.43,10.569379432242682,7
2882,7.0,0.24,0.3,6.7,0.039,37.0,125.0,0.9958554534584685,3.2,0.39,8.669379432242682,5
2888,8.5,0.22,0.34,0.7,0.04,5.0,25.0,0.9932954534584685,3.04,0.37,9.269379432242681,4
2891,6.9,0.2,0.3,4.7,0.040999999999999995,40.0,148.0,0.9946954534584684,3.16,0.35,8.96937943224268,6
2898,8.6,0.18,0.28,0.8,0.032,25.0,78.0,0.9925354534584684,2.99,0.38,9.869379432242681,5
2899,6.2,0.21,0.26,13.1,0.05,59.0,150.0,0.9992154534584685,3.31,0.46,7.7693794322426815,5
2906,6.6,0.26,0.46,6.9,0.047,59.0,183.0,0.9974354534584684,3.2,0.45,8.069379432242682,5
2913,7.7,0.18,0.3,1.2,0.046,49.0,199.0,0.9956254534584684,3.03,0.38,8.069379432242682,5
2919,6.4,0.16,0.32,8.75,0.038,38.0,118.0,0.9959854534584685,3.19,0.41,9.46937943224268,5
2920,7.4,0.28,0.4,11.9,0.032,13.0,92.0,0.9977854534584685,3.01,0.46,9.569379432242682,4
2934,5.3,0.21,0.29,0.7,0.027999999999999997,11.0,66.0,0.9936454534584684,3.3,0.4,8.569379432242682,5
2935,7.1,0.27,0.28,1.25,0.023,3.0,89.0,0.9914254534584684,2.95,0.3,10.169379432242682,4
2936,5.2,0.17,0.27,0.7,0.03,11.0,68.0,0.9936754534584684,3.3,0.41,8.569379432242682,5
2938,7.0,0.12,0.29,10.3,0.039,41.0,98.0,0.9971354534584684,3.19,0.38,8.569379432242682,8
2939,7.0,0.12,0.29,10.3,0.039,41.0,98.0,0.9971354534584684,3.19,0.38,8.569379432242682,8
2940,7.1,0.29,0.34,7.8,0.036000000000000004,49.0,128.0,0.9954654534584685,3.21,0.4,9.46937943224268,6
2942,6.8,0.26,0.46,8.3,0.037000000000000005,49.0,173.0,0.9975054534584685,3.17,0.47,8.069379432242682,5
2943,7.0,0.12,0.29,10.3,0.039,41.0,98.0,0.9971354534584684,3.19,0.38,8.569379432242682,8
2944,7.1,0.29,0.34,7.8,0.036000000000000004,49.0,128.0,0.9954654534584685,3.21,0.4,9.46937943224268,6
2946,5.1,0.29,0.28,8.3,0.026000000000000002,27.0,107.0,0.9945754534584684,3.36,0.37,9.769379432242681,6
2947,5.1,0.29,0.28,8.3,0.026000000000000002,27.0,107.0,0.9945754534584684,3.36,0.37,9.769379432242681,6
2948,6.8,0.26,0.48,6.2,0.049,55.0,182.0,0.9973154534584685,3.21,0.45,8.169379432242682,6
2949,6.0,0.28,0.52,5.0,0.078,30.0,139.0,0.9964354534584684,3.1,0.36,7.7693794322426815,6
2969,6.7,0.2,0.3,1.4,0.025,17.0,76.0,0.9925354534584684,3.11,0.44,9.769379432242681,6
2975,8.0,0.14,0.33,1.2,0.045,71.0,162.0,0.9928954534584684,3.07,0.47,9.769379432242681,6
2981,8.5,0.23,0.28,11.1,0.033,30.0,97.0,0.9965654534584686,3.03,0.39,9.269379432242681,7
2985,6.7,0.18,0.28,10.2,0.039,29.0,115.0,0.9961854534584684,3.11,0.45,9.669379432242682,7
2986,6.7,0.18,0.28,10.2,0.039,29.0,115.0,0.9961854534584684,3.11,0.45,9.669379432242682,7
2987,6.8,0.18,0.28,9.8,0.039,29.0,113.0,0.9955554534584685,3.11,0.45,9.669379432242682,7
2989,6.2,0.16,0.32,1.1,0.036000000000000004,74.0,184.0,0.9924554534584685,3.22,0.41,9.769379432242681,6
2992,6.6,0.2,0.27,10.9,0.038,29.0,130.0,0.9964554534584685,3.11,0.44,9.269379432242681,7
2993,6.8,0.18,0.28,9.8,0.039,29.0,113.0,0.9955554534584685,3.11,0.45,9.669379432242682,7
2994,6.8,0.18,0.28,9.8,0.039,29.0,113.0,0.9955554534584685,3.11,0.45,9.669379432242682,7
2999,6.8,0.18,0.28,9.8,0.039,29.0,113.0,0.9955554534584685,3.11,0.45,9.669379432242682,7
3000,6.7,0.18,0.28,10.2,0.039,29.0,115.0,0.9961854534584684,3.11,0.45,9.669379432242682,7
3001,6.6,0.2,0.27,10.9,0.038,29.0,130.0,0.9964554534584685,3.11,0.44,9.269379432242681,7
3006,6.2,0.16,0.32,1.1,0.036000000000000004,74.0,184.0,0.9924554534584685,3.22,0.41,9.769379432242681,6
3011,6.6,0.22,0.36,5.5,0.028999999999999998,30.0,105.0,0.9935554534584685,3.2,0.47,10.569379432242682,6
3021,6.8,0.27,0.29,4.6,0.046,6.0,88.0,0.9960754534584684,3.34,0.48,9.369379432242681,4
3026,8.4,0.22,0.3,8.9,0.024,17.0,118.0,0.9960554534584685,2.99,0.34,9.269379432242681,6
3031,5.8,0.19,0.25,10.8,0.042,33.0,124.0,0.9979554534584685,3.22,0.41,7.969379432242681,6
3039,6.3,0.27,0.29,12.2,0.044000000000000004,59.0,196.0,0.9993154534584685,3.14,0.4,7.569379432242682,6
3040,6.3,0.2,0.37,11.8,0.045,58.0,130.0,0.9966854534584685,3.2,0.35,9.569379432242682,5
3043,7.2,0.21,1.0,1.1,0.154,46.0,114.0,0.9945954534584684,2.95,0.43,7.969379432242681,6
3052,5.6,0.2,0.66,10.2,0.043,78.0,175.0,0.9959954534584685,2.98,0.43,9.169379432242682,7
3053,7.6,0.17,0.36,4.5,0.042,26.0,102.0,0.9957654534584686,3.09,0.47,8.269379432242681,5
3058,6.2,0.25,0.38,7.9,0.045,54.0,208.0,0.9972154534584685,3.17,0.46,7.869379432242681,5
3064,7.4,0.21,0.8,12.3,0.038,77.0,183.0,0.9992754534584684,2.95,0.48,7.7693794322426815,5
3066,7.4,0.21,0.8,12.3,0.038,77.0,183.0,0.9992754534584684,2.95,0.48,7.7693794322426815,5
3067,7.3,0.28,0.42,1.2,0.033,29.0,142.0,0.9935454534584685,3.17,0.43,9.46937943224268,4
3076,6.3,0.28,0.3,3.1,0.039,24.0,115.0,0.9956954534584684,3.05,0.43,7.369379432242681,5
3077,6.2,0.25,0.38,7.9,0.045,54.0,208.0,0.9972154534584685,3.17,0.46,7.869379432242681,5
3085,8.5,0.23,0.4,9.9,0.036000000000000004,24.0,88.0,0.9965954534584684,3.02,0.42,9.269379432242681,6
3087,6.1,0.2,0.34,9.5,0.040999999999999995,38.0,201.0,0.9964954534584685,3.14,0.44,8.869379432242681,3
3101,7.0,0.26,0.34,10.9,0.038,25.0,84.0,0.9958154534584686,3.11,0.34,9.669379432242682,6
3102,6.5,0.29,0.26,7.0,0.04,18.0,113.0,0.9951554534584685,3.17,0.38,8.96937943224268,6
