name,tree size,drifts count,average after accuracy decrease,average after retrain accuracy,average after retrain accuracy increase,average before after retrain accuracy,average before after retrain accuracy increase,BARINEL_Features average wasted effort,BARINEL_Features average fix accuracy,BARINEL_Features average fix accuracy increase
lowbwt,7,3,63.96396396396397,81.08108108108108,17.117117117117118,61.26126126126126,-2.7027027027027004,3.0,64.86486486486486,0.9009009009008991
mammographic,17,5,66.04166666666667,82.8125,16.770833333333336,81.25,15.208333333333332,3.2,77.70833333333333,11.666666666666666
meta,19,4,65.23809523809524,83.80952380952381,18.571428571428573,89.04761904761904,23.809523809523807,1.0,65.23809523809524,0.0
mfeat-morphological,17,6,88.41666666666667,99.25,10.833333333333341,99.79166666666667,11.375000000000005,1.8333333333333333,89.625,1.2083333333333337
molec-biol-splice,57,21,74.57829526795042,85.89341692789965,11.315121659949252,88.52067472757128,13.942379459620838,0.38095238095238093,88.69980594118526,14.121510673234818
monks-1,51,17,72.1250662427133,67.56756756756758,-4.5574986751457365,74.56279809220985,2.4377318494965543,3.5294117647058822,81.82299947005833,9.69793322734499
monks-3,27,10,73.8181818181818,88.36363636363636,14.545454545454547,82.72727272727273,8.90909090909091,0.9,84.27272727272728,10.454545454545457
oocytes_merluccius_states_2f,21,5,68.52941176470588,81.37254901960785,12.843137254901965,86.47058823529412,17.941176470588236,2.8,73.4313725490196,4.901960784313726
oocytes_trisopterus_states_5b,17,11,60.58941058941058,76.92307692307692,16.333666333666336,88.31168831168831,27.722277722277724,1.3636363636363635,77.12287712287713,16.533466533466534
parkinsons,3,4,69.23076923076923,86.53846153846155,17.307692307692307,87.17948717948718,17.94871794871795,0.0,69.23076923076923,0.0
pittsburg-bridges-MATERIAL,5,3,49.206349206349195,76.19047619047619,26.984126984126984,65.07936507936508,15.873015873015873,1.3333333333333333,87.3015873015873,38.095238095238095
prnn_synth,13,4,60.5,80.0,19.5,74.0,13.499999999999998,1.5,75.5,14.999999999999996
rabe_131,3,6,66.66666666666667,60.0,-6.666666666666669,66.66666666666667,0.0,0.0,68.33333333333333,1.6666666666666627
schlvote,3,3,38.095238095238095,85.71428571428571,47.61904761904761,23.809523809523807,-14.285714285714285,0.0,61.9047619047619,23.809523809523807
seeds,15,8,57.4404761904762,80.95238095238095,23.511904761904763,85.11904761904762,27.678571428571423,0.75,71.72619047619048,14.285714285714286
soybean,59,21,58.29831932773109,52.205882352941195,-6.09243697478991,85.18907563025209,26.89075630252101,10.714285714285714,61.729691876750685,3.4313725490196094
spect,3,2,36.79245283018868,69.81132075471697,33.018867924528294,73.58490566037736,36.79245283018868,0.0,75.47169811320755,38.67924528301887
squash-unstored,5,6,61.666666666666664,80.0,18.33333333333334,56.666666666666664,-5.000000000000001,1.5,56.666666666666664,-4.999999999999997
statlog-image,57,22,69.37229437229438,88.75442739079104,19.382133018496653,91.44037780401415,22.068083431719796,3.4545454545454546,77.20385674931129,7.8315623770169225
synthetic-control,39,19,68.6842105263158,66.79824561403508,-1.8859649122807067,89.34210526315788,20.65789473684211,1.6842105263157894,71.66666666666667,2.982456140350876
tic-tac-toe,49,11,79.29557353641123,71.20418848167539,-8.091385054735845,91.1470728224655,11.851499286054262,2.4545454545454546,79.15278438838648,-0.14278914802475076
transplant,7,4,56.73076923076923,88.46153846153847,31.730769230769234,74.03846153846155,17.30769230769231,0.0,58.653846153846146,1.9230769230769207
vertebral-column-2clases,9,3,55.376344086021504,70.96774193548387,15.591397849462368,72.58064516129032,17.204301075268813,2.6666666666666665,67.74193548387098,12.365591397849462
vertebral-column-3clases,9,6,51.34408602150537,69.35483870967742,18.01075268817205,59.13978494623657,7.795698924731184,3.0,51.88172043010752,0.5376344086021501
wall-following,41,21,65.5623936100563,95.94954388721574,30.387150277159435,96.3074505695954,30.745056959539085,1.0,90.75553227707216,25.193138667015845
wine,9,7,64.89795918367348,62.0408163265306,-2.857142857142858,91.83673469387756,26.938775510204078,2.5714285714285716,66.12244897959184,1.224489795918368
zoo,15,9,67.22222222222223,75.0,7.777777777777778,90.0,22.777777777777775,2.111111111111111,66.11111111111111,-1.1111111111111118
TOTAL,30.21395348837209,7.962962962962963,63.738257216507904,76.87693576634297,13.13867854983509,83.23352923592046,19.49527201941256,3.1790697674418604,73.95269601563167,10.214438799123768
