name,tree size,drifts count,average after accuracy decrease,average after retrain accuracy,average after retrain accuracy increase,average before after retrain accuracy,average before after retrain accuracy increase,STAT_BARINEL_Paths_After average wasted effort,STAT_BARINEL_Paths_After average fix accuracy,STAT_BARINEL_Paths_After average fix accuracy increase,STAT_BARINEL_Paths_Difference average wasted effort,STAT_BARINEL_Paths_Difference average fix accuracy,STAT_BARINEL_Paths_Difference average fix accuracy increase
horse-colic,19,7,22.222222222222225,63.013698630137,4.500978473581211,81.80039138943248,23.287671232876708,2.4285714285714284,63.60078277886497,5.088062622309197,0.8571428571428571,63.992172211350294,5.47945205479452
ionosphere,5,4,26.428571428571423,85.35714285714285,28.214285714285708,87.14285714285714,30.0,0.0,84.64285714285714,27.499999999999993,0.0,84.64285714285714,27.499999999999993
iris,13,8,38.333333333333336,78.33333333333333,21.66666666666667,94.58333333333333,37.916666666666664,0.75,62.08333333333333,5.416666666666666,0.75,72.5,15.833333333333334
low-res-spect,59,7,32.34501347708895,75.47169811320755,20.35040431266847,85.98382749326147,30.862533692722376,6.571428571428571,71.15902964959568,16.0377358490566,4.0,73.71967654986521,18.598382749326145
lowbwt,7,2,30.55555555555555,81.08108108108108,27.027027027027028,51.351351351351354,-2.7027027027027026,1.0,72.97297297297297,18.918918918918912,0.5,72.97297297297297,18.918918918918912
mammographic,17,3,23.26388888888889,82.8125,22.048611111111114,82.9861111111111,22.222222222222218,2.3333333333333335,83.85416666666667,23.090277777777782,0.3333333333333333,77.9513888888889,17.187500000000004
meta,19,4,18.75,83.80952380952381,18.571428571428573,89.04761904761904,23.809523809523807,1.25,52.14285714285714,-13.095238095238098,1.0,53.09523809523809,-12.142857142857146
mfeat-morphological,17,1,21.999999999999996,98.25,18.000000000000004,100.0,19.75,1.0,34.25,-46.0,1.0,34.25,-46.0
molec-biol-splice,57,19,18.09932354396965,85.89341692789965,12.159709618874777,88.2940108892922,14.560303580267286,3.526315789473684,86.66061705989111,12.926909750866198,1.631578947368421,77.42946708463948,3.695759775614585
monks-1,51,16,28.295454545454543,67.56756756756758,-4.054054054054056,74.38063063063062,2.759009009009008,1.125,77.08333333333334,5.46171171171171,1.1875,73.47972972972974,1.858108108108106
monks-3,27,10,29.090909090909093,88.36363636363636,14.545454545454547,82.72727272727273,8.90909090909091,1.6,81.27272727272728,7.454545454545455,0.9,74.72727272727272,0.9090909090909106
oocytes_merluccius_states_2f,21,5,16.27450980392157,81.37254901960785,12.843137254901965,86.47058823529412,17.941176470588236,1.6,77.35294117647058,8.823529411764714,1.0,85.68627450980391,17.156862745098042
oocytes_trisopterus_states_5b,17,11,29.970029970029973,76.92307692307692,16.333666333666336,88.31168831168833,27.722277722277724,1.8181818181818181,80.46953046953048,19.88011988011988,0.9090909090909091,67.4825174825175,6.893106893106892
parkinsons,3,3,28.070175438596493,86.32478632478633,20.51282051282051,87.17948717948718,21.367521367521366,0.0,65.81196581196582,0.0,0.0,65.81196581196582,0.0
pittsburg-bridges-MATERIAL,5,3,56.666666666666664,76.19047619047619,26.984126984126984,65.07936507936508,15.873015873015873,0.6666666666666666,87.3015873015873,38.0952380952381,0.0,87.3015873015873,38.0952380952381
prnn_synth,13,3,25.33333333333334,82.0,22.666666666666668,78.0,18.666666666666664,0.6666666666666666,70.66666666666667,11.333333333333334,0.3333333333333333,74.66666666666667,15.333333333333334
rabe_131,3,5,32.0,60.0,-4.000000000000002,62.0,-1.9999999999999996,0.0,68.0,3.9999999999999973,0.0,64.0,-2.1316282072803005e-15
schlvote,3,1,33.33333333333333,85.71428571428571,57.14285714285714,14.285714285714285,-14.285714285714285,0.0,85.71428571428571,57.14285714285714,0.0,85.71428571428571,57.14285714285714
seeds,15,5,28.571428571428573,80.47619047619047,29.523809523809526,85.23809523809523,34.28571428571428,0.6,56.19047619047619,5.238095238095239,0.4,56.19047619047619,5.238095238095239
soybean,59,18,20.588235294117645,52.20588235294119,-5.4738562091503224,85.74346405228758,28.06372549019608,3.3333333333333335,63.84803921568627,6.168300653594773,1.3333333333333333,59.436274509803916,1.7565359477124207
spect,3,2,36.53846153846155,69.81132075471697,33.018867924528294,73.58490566037736,36.79245283018868,0.0,77.35849056603774,40.566037735849065,0.0,76.41509433962264,39.622641509433976
squash-unstored,5,5,44.0,80.0,22.000000000000007,58.0,0.0,0.0,72.0,14.000000000000004,0.2,64.0,6.000000000000003
statlog-image,57,21,25.6441970727685,88.72397443826016,19.995877138734272,91.26984126984128,22.541743970315398,2.761904761904762,76.06679035250465,7.338693052978767,1.2380952380952381,72.92310863739434,4.195011337868481
synthetic-control,39,15,23.666666666666668,66.66666666666664,-0.05555555555556045,89.05555555555559,22.33333333333333,3.0,75.05555555555557,8.333333333333332,1.2,71.0,4.277777777777778
tic-tac-toe,49,9,17.192982456140353,71.20418848167539,-6.922629435718445,91.2739965095986,13.147178592204773,4.0,79.6974985456661,1.5706806282722523,1.3333333333333333,76.84700407213495,-1.2798138452588714
transplant,7,3,58.97435897435897,89.74358974358974,39.74358974358975,73.07692307692308,23.07692307692308,0.0,73.07692307692307,23.076923076923077,0.0,67.94871794871794,17.948717948717952
vertebral-column-2clases,9,2,27.41935483870968,70.96774193548387,21.774193548387096,70.16129032258064,20.967741935483865,2.5,72.58064516129032,23.387096774193544,1.0,44.354838709677416,-4.8387096774193585
wall-following,41,21,33.87505460899956,95.94954388721577,30.387150277159442,96.30745056959539,30.745056959539088,2.2857142857142856,81.68565317969535,16.123259569639036,0.9523809523809523,78.11531578717647,12.552922177120157
wine,9,6,19.607843137254893,61.9047619047619,-2.380952380952382,91.90476190476191,27.619047619047617,1.3333333333333333,66.19047619047619,1.9047619047619042,0.5,65.23809523809523,0.9523809523809517
zoo,15,5,34.0,75.0,18.0,92.0,35.0,1.0,69.0,12.000000000000002,0.6,80.0,23.000000000000004
TOTAL,31.155619596541786,6.673076923076923,29.56516356722977,77.38021973195248,15.54838964215434,83.92232576187084,22.090495672072695,1.8789625360230549,74.70903169635808,12.877201606559952,0.9250720461095101,70.88438579459,9.052555704791878
