name,tree size,drifts count,average after accuracy decrease,average after retrain accuracy,average after retrain accuracy increase,average before after retrain accuracy,average before after retrain accuracy increase,STAT_BARINEL_Paths_After average wasted effort,STAT_BARINEL_Paths_After average fix accuracy,STAT_BARINEL_Paths_After average fix accuracy increase,STAT_BARINEL_Paths_Difference average wasted effort,STAT_BARINEL_Paths_Difference average fix accuracy,STAT_BARINEL_Paths_Difference average fix accuracy increase
chatfield_4,5,4,28.260869565217387,78.72340425531915,4.255319148936171,89.36170212765958,14.893617021276597,0.0,80.85106382978724,6.382978723404259,0.0,93.08510638297874,18.61702127659575
chscase_vine1,9,3,40.0,40.0,3.552713678800501e-15,60.0,20.0,0.0,76.66666666666667,36.666666666666664,0.0,66.66666666666667,26.666666666666668
credit-approval,5,4,25.000000000000007,84.05797101449275,23.188405797101446,67.02898550724638,6.159420289855072,0.0,84.05797101449275,23.188405797101446,0.5,77.89855072463769,17.028985507246375
dermatology,17,13,37.820512820512825,85.98524762908323,26.132771338250777,90.62170706006322,30.769230769230774,0.7692307692307693,69.54689146469967,9.69441517386723,0.6923076923076923,71.75974710221286,11.907270811380402
diggle_table_a2,3,5,36.774193548387096,93.87096774193549,29.67741935483871,85.80645161290322,21.612903225806445,0.0,83.87096774193547,19.67741935483871,0.0,83.87096774193547,19.67741935483871
echocardiogram,3,2,42.30769230769231,69.23076923076923,19.23076923076923,88.46153846153845,38.46153846153846,0.0,88.46153846153845,38.46153846153846,0.0,88.46153846153845,38.46153846153846
ecoli,11,7,32.46753246753247,67.16417910447761,15.138592750533054,76.33262260127933,24.307036247334754,1.0,63.53944562899788,11.513859275053306,0.2857142857142857,73.34754797441364,21.321961620469086
elusage,7,3,26.66666666666667,45.45454545454546,-9.090909090909092,66.66666666666667,12.121212121212123,0.0,66.66666666666667,12.121212121212123,0.0,66.66666666666667,12.121212121212123
energy-y1,59,9,27.63157894736842,89.54248366013074,21.71387073347858,89.54248366013073,21.713870733478576,0.3333333333333333,80.53740014524328,12.70878721859114,0.3333333333333333,80.53740014524328,12.70878721859114
energy-y2,57,9,24.269005847953217,86.9281045751634,24.909222948438643,91.06753812636165,29.04865649963689,0.3333333333333333,76.03485838779956,14.015976761074803,0.3333333333333333,74.58242556281772,12.563543936092959
horse-colic,19,7,22.222222222222225,63.013698630137,4.500978473581211,81.80039138943248,23.287671232876708,0.7142857142857143,65.36203522504893,6.8493150684931505,0.5714285714285714,65.55772994129158,7.0450097847358135
ionosphere,5,4,26.428571428571423,85.35714285714285,28.214285714285708,87.14285714285714,30.0,0.0,86.42857142857142,29.285714285714278,0.0,86.42857142857142,29.285714285714278
iris,13,8,38.333333333333336,78.33333333333333,21.66666666666667,94.58333333333333,37.916666666666664,0.5,66.66666666666666,10.0,0.5,65.0,8.333333333333334
low-res-spect,59,7,32.345013477088955,75.47169811320755,20.350404312668466,85.98382749326147,30.862533692722373,0.8571428571428571,57.008086253369264,1.8867924528301898,0.8571428571428571,57.008086253369264,1.8867924528301898
lowbwt,7,2,30.55555555555555,81.08108108108108,27.027027027027028,51.351351351351354,-2.7027027027027026,1.0,70.27027027027027,16.21621621621621,0.0,83.78378378378379,29.729729729729726
mammographic,17,3,23.26388888888889,82.8125,22.048611111111114,82.9861111111111,22.222222222222218,2.3333333333333335,83.33333333333334,22.569444444444446,1.0,60.763888888888886,0.0
meta,19,4,18.75,83.80952380952381,18.571428571428573,89.04761904761904,23.809523809523807,1.25,52.14285714285714,-13.095238095238098,0.0,69.04761904761904,3.809523809523807
mfeat-morphological,17,1,21.999999999999996,98.25,18.000000000000004,100.0,19.75,0.0,80.75,0.5000000000000004,0.0,80.75,0.5000000000000004
monks-1,51,16,28.295454545454547,67.56756756756758,-4.054054054054057,74.38063063063062,2.7590090090090094,0.875,75.45045045045046,3.8288288288288284,0.625,78.32207207207207,6.700450450450449
monks-3,27,10,29.090909090909086,88.36363636363639,14.54545454545455,82.72727272727272,8.90909090909091,0.9,77.54545454545453,3.727272727272728,0.5,83.99999999999999,10.181818181818182
oocytes_merluccius_states_2f,21,5,16.27450980392157,81.37254901960785,12.843137254901965,86.47058823529412,17.941176470588236,1.8,72.64705882352942,4.117647058823534,1.0,69.2156862745098,0.686274509803928
oocytes_trisopterus_states_5b,17,11,29.970029970029973,76.92307692307692,16.333666333666336,88.31168831168833,27.722277722277724,1.3636363636363635,81.96803196803198,21.37862137862138,0.6363636363636364,72.47752247752247,11.888111888111888
parkinsons,3,3,28.070175438596493,86.32478632478633,20.51282051282051,87.17948717948718,21.367521367521366,0.0,80.34188034188035,14.52991452991453,0.0,80.34188034188035,14.52991452991453
pittsburg-bridges-MATERIAL,5,3,56.666666666666664,76.19047619047619,26.984126984126984,65.07936507936508,15.873015873015873,0.6666666666666666,87.3015873015873,38.0952380952381,0.0,90.47619047619048,41.26984126984127
prnn_synth,13,3,25.33333333333334,82.0,22.666666666666668,78.0,18.66666666666666,0.0,82.66666666666667,23.333333333333332,0.6666666666666666,68.66666666666667,9.333333333333334
rabe_131,3,5,32.0,60.0,-4.000000000000002,62.0,-1.9999999999999996,0.0,68.0,3.9999999999999973,0.0,68.0,3.9999999999999973
schlvote,3,1,33.33333333333333,85.71428571428571,57.14285714285714,14.285714285714285,-14.285714285714285,0.0,85.71428571428571,57.14285714285714,0.0,85.71428571428571,57.14285714285714
seeds,15,5,28.571428571428573,80.47619047619047,29.523809523809526,85.23809523809523,34.28571428571428,0.8,64.28571428571429,13.333333333333332,0.4,61.904761904761905,10.952380952380953
soybean,59,18,20.58823529411764,52.20588235294119,-5.473856209150322,85.74346405228758,28.063725490196084,1.3333333333333333,65.03267973856208,7.35294117647059,0.6666666666666666,65.52287581699346,7.843137254901961
spect,3,2,36.53846153846155,69.81132075471697,33.018867924528294,73.58490566037736,36.79245283018868,0.0,77.35849056603774,40.566037735849065,0.0,77.35849056603774,40.566037735849065
squash-unstored,5,5,44.0,80.0,22.000000000000007,58.0,0.0,0.4,64.0,6.000000000000003,0.4,68.0,10.000000000000002
statlog-image,57,21,25.6441970727685,88.72397443826019,19.99587713873428,91.2698412698413,22.541743970315398,2.4761904761904763,75.94310451453308,7.2150072150072155,0.8571428571428571,72.05730777159349,3.329210472067616
synthetic-control,39,15,23.666666666666664,66.66666666666664,-0.05555555555556033,89.05555555555553,22.333333333333336,2.4,80.05555555555553,13.333333333333332,0.8,72.77777777777779,6.0555555555555545
tic-tac-toe,49,9,17.192982456140353,71.20418848167539,-6.922629435718444,91.27399650959862,13.14717859220477,2.0,84.81675392670158,6.689936009307738,0.6666666666666666,87.2018615474113,9.075043630017454
transplant,7,3,58.97435897435897,89.74358974358974,39.74358974358975,73.07692307692308,23.07692307692308,0.0,73.07692307692307,23.076923076923077,0.0,65.38461538461537,15.384615384615385
vertebral-column-2clases,9,2,27.41935483870968,70.96774193548387,21.774193548387096,70.16129032258064,20.967741935483865,1.5,66.12903225806451,16.935483870967737,0.0,80.64516129032258,31.4516129032258
wall-following,41,21,33.87505460899957,95.94954388721575,30.387150277159442,96.3074505695954,30.745056959539088,1.7619047619047619,78.8398585832133,13.277464973156999,0.7142857142857143,71.21033564663263,5.647942036576317
wine,9,6,19.607843137254893,61.9047619047619,-2.380952380952382,91.90476190476191,27.619047619047617,1.3333333333333333,69.52380952380953,5.238095238095239,0.5,73.80952380952381,9.523809523809527
zoo,15,5,34.0,75.0,18.0,92.0,34.99999999999999,1.0,73.0,16.000000000000004,0.6,75.0,18.000000000000004
TOTAL,29.741641337386017,6.431372549019608,30.215592521723142,76.91445210421068,15.749234353736416,83.6787072591854,22.51348950871114,1.088145896656535,74.6605391495219,13.495321399047628,0.5075987841945289,73.62780611861076,12.4625883681365
